report_number,crash_year,role,injury_severity,non_motorist_description_code,crash_date_time,latitude,longitude
89141741,2019,P,1.0,,2019-06-12T15:08:00Z,30.444723,-84.283082
89141741,2019,P,1.0,,2019-06-12T15:08:00Z,30.444723,-84.283082
89141741,2019,D,1.0,,2019-06-12T15:08:00Z,30.444723,-84.283082
89141742,2019,D,1.0,,2019-06-13T12:30:00Z,30.467882,-84.285763
89141742,2019,D,1.0,,2019-06-13T12:30:00Z,30.467882,-84.285763
89141743,2019,D,1.0,,2019-06-12T19:00:00Z,30.395933,-84.345434
89141744,2019,D,1.0,,2019-06-13T12:48:00Z,30.455921,-84.276435
89141744,2019,N,1.0,1.0,2019-06-13T12:48:00Z,30.455921,-84.276435
89141745,2019,D,2.0,,2019-06-08T15:11:00Z,30.47459,-84.223376
89141745,2019,D,1.0,,2019-06-08T15:11:00Z,30.47459,-84.223376
89141746,2019,D,1.0,,2019-06-13T13:41:00Z,30.45978,-84.228274
89141746,2019,D,1.0,,2019-06-13T13:41:00Z,30.45978,-84.228274
89141747,2019,D,1.0,,2019-06-13T14:40:00Z,30.408588,-84.273427
89141747,2019,D,1.0,,2019-06-13T14:40:00Z,30.408588,-84.273427
89141748,2019,P,1.0,,2019-06-09T20:00:00Z,30.438717,-84.289189
89141748,2019,P,1.0,,2019-06-09T20:00:00Z,30.438717,-84.289189
89141748,2019,P,1.0,,2019-06-09T20:00:00Z,30.438717,-84.289189
89141748,2019,D,1.0,,2019-06-09T20:00:00Z,30.438717,-84.289189
89141748,2019,D,1.0,,2019-06-09T20:00:00Z,30.438717,-84.289189
89141749,2019,P,2.0,,2019-06-13T16:56:00Z,30.479279,-84.294292
89141749,2019,D,1.0,,2019-06-13T16:56:00Z,30.479279,-84.294292
89141749,2019,D,1.0,,2019-06-13T16:56:00Z,30.479279,-84.294292
89141750,2019,D,1.0,,2019-06-13T16:45:00Z,30.435487,-84.293975
89141750,2019,D,1.0,,2019-06-13T16:45:00Z,30.435487,-84.293975
89141751,2019,D,1.0,,2019-06-09T20:24:00Z,30.461778,-84.348981
89141751,2019,D,,,2019-06-09T20:24:00Z,30.461778,-84.348981
