report_number,crash_year,role,person_number,home_zip,age,sex,injury_severity,vehicle_number,driver_distraction_code,driver_condition_code,driver_action_1,driver_action_2,driver_action_3,driver_action_4,non_motorist_description_code,location_code,action_prior_to_crash_code,action_code1,action_code2,crash_date_time,latitude,longitude
89141097,2019,D,1,32312,17,1,1,1,88,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-15T19:00:00Z,30.454738,-84.278658
89141097,2019,D,2,32303,22,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-15T19:00:00Z,30.454738,-84.278658
88111370,2019,D,1,32333,68,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-06T18:30:00Z,30.48255,-84.3089
88111370,2019,D,3,32333,20,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-06T18:30:00Z,30.48255,-84.3089
88111371,2019,D,1,32301,48,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-10T10:50:00Z,30.4826578438612,-84.3061336686482
88056983,2019,D,1,32317,69,2,1,1,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T10:00:00Z,30.5446113604703,-84.2271197717462
88056983,2019,D,2,32333,52,2,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-01T10:00:00Z,30.5446113604703,-84.2271197717462
89140565,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T00:23:00Z,30.438739,-84.289319
89140565,2019,D,2,32304,20,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T00:23:00Z,30.438739,-84.289319
89140604,2019,D,1,32308,36,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-27T15:30:00Z,30.41271,-84.277057
89140604,2019,D,2,32308,29,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-27T15:30:00Z,30.41271,-84.277057
87505456,2019,D,1,32327,17,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-04T22:20:00Z,NA,NA
87505456,2019,D,3,31778,22,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-04T22:20:00Z,NA,NA
87505457,2019,D,1,32310,19,2,1,1,4,1,26,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-05T20:28:00Z,NA,NA
89140615,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-27T14:54:00Z,30.460568,-84.339024
89140620,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-28T02:26:00Z,30.451141,-84.335014
87249937,2019,D,1,32024,38,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-02T14:13:00Z,30.48494,-84.39611
89141348,2019,D,1,32301,31,1,1,1,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T23:48:00Z,30.46027,-84.228126
89141348,2019,D,2,32304,29,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T23:48:00Z,30.46027,-84.228126
89141382,2019,D,2,32304,22,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T17:57:00Z,30.447243,-84.300206
89141380,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T08:30:00Z,30.46561,-84.231588
89141380,2019,D,2,32303,29,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T08:30:00Z,30.46561,-84.231588
89141382,2019,D,4,32351,33,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T17:57:00Z,30.447243,-84.300206
89141382,2019,D,3,32311,58,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T17:57:00Z,30.447243,-84.300206
89141382,2019,D,1,32312,41,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T17:57:00Z,30.447243,-84.300206
89141383,2019,D,1,32087,23,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T23:05:00Z,30.474933,-84.363006
89141383,2019,D,2,33713,26,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T23:05:00Z,30.474933,-84.363006
89141385,2019,D,1,32311,44,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T11:41:00Z,30.505428,-84.247692
89141385,2019,D,2,32308,58,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T11:41:00Z,30.505428,-84.247692
89141386,2019,D,1,32304,27,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T10:53:00Z,30.472857,-84.318907
89141367,2019,D,1,32317,51,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T13:51:00Z,30.438908,-84.298161
89141371,2019,D,1,32305,30,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-27T15:02:00Z,30.453871,-84.292686
89141371,2019,D,2,32343,26,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-27T15:02:00Z,30.453871,-84.292686
89141374,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T18:45:00Z,30.454704,-84.31747
89141374,2019,D,2,32303,21,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T18:45:00Z,30.454704,-84.31747
89141379,2019,D,1,32531,23,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T17:07:00Z,30.438296,-84.272235
89141379,2019,D,2,32305,73,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T17:07:00Z,30.438296,-84.272235
87505455,2019,D,1,32317,27,2,1,1,1,1,10,3,NA,NA,NA,NA,NA,NA,NA,2019-05-05T19:49:00Z,30.489667,-84.137855
87505455,2019,D,2,32317,35,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-05T19:49:00Z,30.489667,-84.137855
89140124,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T21:27:00Z,30.434551,-84.299037
89140137,2019,D,1,32311,36,2,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12T07:00:00Z,30.434903,-84.283515
89140143,2019,D,1,32304,19,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12T10:15:00Z,30.436603,-84.285607
89140143,2019,D,2,32317,58,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12T10:15:00Z,30.436603,-84.285607
89140147,2019,D,1,32310,19,2,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12T12:46:00Z,30.414755,-84.280187
89140147,2019,D,2,32312,49,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12T12:46:00Z,30.414755,-84.280187
89140057,2019,D,1,32312,62,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T15:30:00Z,30.497626,-84.253842
89140057,2019,D,2,32312,32,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T15:30:00Z,30.497626,-84.253842
89140060,2019,D,1,32332,52,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T16:15:00Z,30.494246,-84.244756
89140060,2019,D,2,32303,29,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T16:15:00Z,30.494246,-84.244756
89140062,2019,D,1,32327,34,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,2019-04-09T16:20:00Z,30.474794,-84.234953
89140062,2019,D,2,32305,51,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T16:20:00Z,30.474794,-84.234953
89140150,2019,D,1,32301,24,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12T13:00:00Z,30.438798,-84.299558
89140150,2019,D,2,32311,30,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-12T13:00:00Z,30.438798,-84.299558
89140064,2019,D,1,32808,25,1,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T18:43:00Z,30.397617,-84.301929
89140064,2019,D,2,32303,32,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T18:43:00Z,30.397617,-84.301929
89140064,2019,D,3,NA,NA,NA,NA,3,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T18:43:00Z,30.397617,-84.301929
89140065,2019,D,1,32618,21,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T18:42:00Z,30.455471,-84.319473
89140503,2019,D,1,32303,23,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T12:04:00Z,30.471732,-84.310422
89140503,2019,D,2,32303,31,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T12:04:00Z,30.471732,-84.310422
89297435,2019,D,1,32303,58,2,1,1,1,1,10,1,NA,NA,NA,NA,NA,NA,NA,2019-06-22T17:33:00Z,30.402444,-84.234791
89297435,2019,D,2,32303,45,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T17:33:00Z,30.402444,-84.234791
89297436,2019,D,1,32309,26,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T09:20:00Z,30.517475,-84.129825
89297436,2019,D,2,32309,81,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T09:20:00Z,30.517475,-84.129825
89297437,2019,D,1,NA,NA,1,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-07T17:00:00Z,30.452636,-84.347804
89141164,2019,D,1,32304,22,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17T18:47:00Z,30.472016,-84.291088
89141164,2019,D,2,32311,43,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17T18:47:00Z,30.472016,-84.291088
89297487,2019,D,1,32317,17,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T12:50:00Z,30.492879,-84.324373
89297487,2019,D,2,32303,27,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T12:50:00Z,30.492879,-84.324373
89297490,2019,D,1,NA,NA,1,1,1,88,88,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-12T07:20:00Z,30.462712,-84.215829
89297490,2019,D,2,32305,46,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-12T07:20:00Z,30.462712,-84.215829
89140216,2019,D,1,32343,38,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T00:18:00Z,30.458982,-84.360775
89140216,2019,D,2,32352,48,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T00:18:00Z,30.458982,-84.360775
89140254,2019,D,1,32312,20,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T22:15:00Z,30.504736,-84.250558
89140254,2019,D,2,32308,81,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T22:15:00Z,30.504736,-84.250558
89140260,2019,D,1,32305,37,1,1,1,7,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-16T09:42:00Z,30.444661,-84.294181
89140260,2019,D,2,32304,37,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-16T09:42:00Z,30.444661,-84.294181
88109698,2019,D,1,73118,26,2,1,1,1,88,2,25,26,NA,NA,NA,NA,NA,NA,2019-06-15T03:15:00Z,30.47904,-84.16195
87505331,2019,D,1,32327,27,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-08T11:55:00Z,NA,NA
87505331,2019,D,2,32310,67,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-08T11:55:00Z,NA,NA
87505334,2019,D,1,32327,23,1,3,1,5,1,17,26,NA,NA,NA,NA,NA,NA,NA,2019-04-04T17:00:00Z,NA,NA
88592931,2019,D,1,32303,30,2,2,1,1,1,3,1,1,1,NA,NA,NA,NA,NA,2019-05-30T21:49:00Z,NA,NA
88592931,2019,D,2,33023,19,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-30T21:49:00Z,NA,NA
89141381,2019,D,1,32442,20,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T21:09:00Z,30.467304,-84.285156
89141381,2019,D,2,32301,33,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T21:09:00Z,30.467304,-84.285156
88049799,2019,D,1,32303,22,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-30T03:10:00Z,30.50795,-84.34714
89141119,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-16T12:35:00Z,30.448837,-84.303877
89141119,2019,D,2,32304,31,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-16T12:35:00Z,30.448837,-84.303877
89141406,2019,D,1,33328,22,1,1,1,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-29T17:20:00Z,30.440693,-84.319524
89141406,2019,D,2,32352,54,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-29T17:20:00Z,30.440693,-84.319524
89141275,2019,D,1,32327,21,1,4,1,88,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T09:20:00Z,30.448849,-84.312782
89140522,2019,D,1,32305,25,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T03:09:00Z,30.485969,-84.288844
89140524,2019,D,1,32303,78,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T07:32:00Z,30.459316,-84.356807
89140524,2019,D,2,32305,30,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T07:32:00Z,30.459316,-84.356807
89141527,2019,D,1,32303,51,1,1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-04T09:56:00Z,30.444704,-84.282
89141527,2019,D,2,32309,53,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-04T09:56:00Z,30.444704,-84.282
89141887,2019,D,1,32303,42,2,1,1,4,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T11:40:00Z,30.491324,-84.245597
89141888,2019,D,1,32344,33,1,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T11:44:00Z,30.467554,-84.277128
89141888,2019,D,2,32303,73,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T11:44:00Z,30.467554,-84.277128
89141895,2019,D,1,32309,18,2,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T12:21:00Z,30.481381,-84.236898
89141895,2019,D,2,32312,17,2,1,2,7,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T12:21:00Z,30.481381,-84.236898
89141895,2019,D,3,32317,39,2,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T12:21:00Z,30.481381,-84.236898
89141915,2019,D,1,32955,45,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-20T08:23:00Z,30.43549,-84.284351
89141915,2019,D,2,33850,23,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-20T08:23:00Z,30.43549,-84.284351
89140527,2019,D,1,32304,27,2,2,1,1,1,3,25,NA,NA,NA,NA,NA,NA,NA,2019-04-25T11:30:00Z,30.498684,-84.253439
89140527,2019,D,2,32312,33,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T11:30:00Z,30.498684,-84.253439
89140530,2019,D,1,32304,73,2,1,1,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T12:25:00Z,30.463063,-84.282929
89140537,2019,D,1,NA,NA,NA,1,1,88,88,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T16:17:00Z,30.444929,-84.318244
89141182,2019,D,1,32304,35,1,1,1,88,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-18T13:28:00Z,30.398199,-84.280003
89141182,2019,D,2,32305,24,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-18T13:28:00Z,30.398199,-84.280003
89141185,2019,D,1,32303,58,2,1,1,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-18T03:00:00Z,30.503628,-84.250385
89141271,2019,D,1,33989,23,2,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T07:26:00Z,30.474714,-84.235125
89141271,2019,D,2,32301,38,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T07:26:00Z,30.474714,-84.235125
89141272,2019,D,1,32304,80,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T08:31:00Z,30.503389,-84.25576
89141273,2019,D,1,32303,36,1,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T10:05:00Z,30.47506,-84.233851
89141277,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T12:40:00Z,30.465057,-84.270216
89297706,2019,D,1,39817,24,2,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T12:40:00Z,30.46342,-84.360161
89297706,2019,D,2,32305,46,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-14T12:40:00Z,30.46342,-84.360161
89142163,2019,D,1,32305,59,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-29T12:00:00Z,30.488351,-84.317371
89297713,2019,D,1,32303,57,1,1,1,88,77,26,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T18:35:00Z,30.485142,-84.313213
89297714,2019,D,1,NA,NA,88,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-15T15:30:00Z,30.46209,-84.217271
89297715,2019,D,1,32312,74,2,1,1,4,1,25,26,NA,NA,NA,NA,NA,NA,NA,2019-05-31T14:15:00Z,30.583071,-84.238123
89297710,2019,D,1,32308,35,1,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-21T09:58:00Z,30.531847,-84.361946
89297710,2019,D,2,32303,32,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-21T09:58:00Z,30.531847,-84.361946
89297711,2019,D,1,NA,NA,2,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-18T16:17:00Z,30.4355,-84.280798
89297711,2019,D,2,32311,24,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-18T16:17:00Z,30.4355,-84.280798
89297712,2019,D,1,39815,22,1,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-11T16:33:00Z,30.51079,-84.362961
89297712,2019,D,2,32310,21,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-11T16:33:00Z,30.51079,-84.362961
89140421,2019,D,1,NA,NA,NA,1,1,88,88,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-21T01:30:00Z,30.478052,-84.304595
88074488,2019,D,1,32333,26,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-20T17:00:00Z,30.50248,-84.32937
88074488,2019,D,4,32303,59,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-20T17:00:00Z,30.50248,-84.32937
89140504,2019,D,1,32312,29,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T13:41:00Z,30.469361,-84.288405
89140545,2019,D,1,NA,NA,NA,NA,1,88,88,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T21:00:00Z,30.434411,-84.305244
89140545,2019,D,2,32304,28,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T21:00:00Z,30.434411,-84.305244
89140552,2019,D,1,32303,23,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T09:10:00Z,30.472604,-84.292112
89140552,2019,D,2,32303,25,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T09:10:00Z,30.472604,-84.292112
89141038,2019,D,1,32333,48,2,1,1,1,1,3,25,NA,NA,NA,NA,NA,NA,NA,2019-05-13T13:47:00Z,30.479898,-84.236829
89141037,2019,D,1,32310,20,2,1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-13T13:02:00Z,30.460518,-84.261442
89141037,2019,D,2,32309,58,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-13T13:02:00Z,30.460518,-84.261442
89141037,2019,D,3,32321,32,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-13T13:02:00Z,30.460518,-84.261442
89141038,2019,D,2,32303,26,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-13T13:47:00Z,30.479898,-84.236829
89141363,2019,D,1,32336,39,1,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T12:00:00Z,30.433757,-84.24952
89140988,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-11T23:28:00Z,30.428638,-84.239877
89140988,2019,D,2,33143,32,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-11T23:28:00Z,30.428638,-84.239877
89141010,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-12T01:18:00Z,30.427296,-84.237715
89141033,2019,D,1,32308,60,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-13T07:28:00Z,30.44183,-84.260761
89140533,2019,D,2,32310,20,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T14:59:00Z,30.444631,-84.285298
89140533,2019,D,1,32303,22,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T14:59:00Z,30.444631,-84.285298
89141258,2019,D,1,32312,59,2,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-22T15:40:00Z,30.462308,-84.222084
89141258,2019,D,2,32305,63,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-22T15:40:00Z,30.462308,-84.222084
89141259,2019,D,1,32303,17,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-22T15:34:00Z,30.465268,-84.345226
89141259,2019,D,2,32304,26,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-22T15:34:00Z,30.465268,-84.345226
89140534,2019,D,1,32311,71,1,1,1,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T14:15:00Z,30.4548,-84.341688
89140534,2019,D,2,32309,43,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T14:15:00Z,30.4548,-84.341688
89140546,2019,D,1,32327,18,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T20:16:00Z,30.43969,-84.261782
89140546,2019,D,2,32301,32,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T20:16:00Z,30.43969,-84.261782
89140550,2019,D,1,33033,22,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T01:08:00Z,30.448794,-84.308675
89140550,2019,D,2,32303,26,2,1,2,88,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T01:08:00Z,30.448794,-84.308675
88109683,2019,D,1,32301,33,2,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,2019-04-25T18:05:00Z,30.4842418938578,-84.1985145948321
88109683,2019,D,2,32327,25,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T18:05:00Z,30.4842418938578,-84.1985145948321
88109684,2019,D,1,32309,30,1,1,1,1,9,2,25,26,NA,NA,NA,NA,NA,NA,2019-05-03T18:55:00Z,30.4864815202241,-84.1929083722852
89141240,2019,D,1,32805,21,2,1,1,88,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T13:22:00Z,30.440649,-84.318041
89141240,2019,D,2,32310,20,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T13:22:00Z,30.440649,-84.318041
89141251,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-22T03:41:00Z,30.441984,-84.262028
89297479,2019,D,1,32220,38,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-03T06:00:00Z,30.46403,-84.215492
89297505,2019,D,1,32304,50,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T12:40:00Z,30.446986,-84.326282
89297505,2019,D,2,32839,21,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T12:40:00Z,30.446986,-84.326282
89297641,2019,D,1,32309,55,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T11:40:00Z,30.553902,-84.160458
89297641,2019,D,2,32309,68,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T11:40:00Z,30.553902,-84.160458
89140516,2019,D,1,32327,51,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T20:04:00Z,30.376026,-84.292631
89140516,2019,D,2,32305,55,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T20:04:00Z,30.376026,-84.292631
89140518,2019,D,1,32317,75,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T21:17:00Z,30.441448,-84.226642
89140518,2019,D,2,32311,29,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T21:17:00Z,30.441448,-84.226642
89140521,2019,D,1,32304,31,1,1,1,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T20:40:00Z,30.436915,-84.289643
89140521,2019,D,2,32250,20,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T20:40:00Z,30.436915,-84.289643
89141329,2019,D,1,32351,33,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-26T15:46:00Z,30.435541,-84.261727
89141329,2019,D,2,32301,86,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-26T15:46:00Z,30.435541,-84.261727
89141331,2019,D,1,32301,23,2,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-26T22:06:00Z,30.427249,-84.226485
