report_number,crash_year,role,person_number,home_zip,age,sex,injury_severity,vehicle_number,driver_distraction_code,driver_condition_code,driver_action_1,driver_action_2,driver_action_3,driver_action_4,non_motorist_description_code,location_code,action_prior_to_crash_code,action_code1,action_code2,crash_date_time,latitude,longitude
87505408,2019,D,1,32305,36,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T14:55:00Z,30.456964,-84.366811
87505410,2019,D,1,32303,67,1,1,1,88,88,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-25T16:10:00Z,NA,NA
89140109,2019,D,2,32312,40,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T13:05:00Z,30.445048,-84.261891
89140108,2019,D,1,32303,69,2,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T13:18:00Z,30.537475,-84.230509
89140108,2019,D,2,32312,79,2,1,2,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T13:18:00Z,30.537475,-84.230509
89140109,2019,D,1,32301,20,1,1,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T13:05:00Z,30.445048,-84.261891
89140110,2019,D,1,32327,22,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T13:18:00Z,30.437274,-84.26191
89140110,2019,D,2,32327,28,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T13:18:00Z,30.437274,-84.26191
89140220,2019,D,1,32309,34,1,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T09:28:00Z,30.449131,-84.280682
89140220,2019,D,2,32312,22,2,1,2,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T09:28:00Z,30.449131,-84.280682
89140222,2019,D,1,39828,60,1,1,1,1,1,25,3,NA,NA,NA,NA,NA,NA,NA,2019-04-15T11:43:00Z,30.512,-84.244946
89140222,2019,D,2,32312,68,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T11:43:00Z,30.512,-84.244946
89140224,2019,D,1,36301,53,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T10:30:00Z,30.427116,-84.229669
89140224,2019,D,2,9669,38,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T10:30:00Z,30.427116,-84.229669
89140193,2019,D,1,32304,22,2,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T20:53:00Z,30.436561,-84.289763
89140193,2019,D,2,32305,23,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T20:53:00Z,30.436561,-84.289763
89140194,2019,D,1,32311,18,1,1,1,88,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T22:40:00Z,30.439631,-84.261692
89140194,2019,D,2,32317,24,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T22:40:00Z,30.439631,-84.261692
89140198,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-14T07:08:00Z,30.427759,-84.304248
87505364,2019,D,1,32356,18,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-04T20:10:00Z,NA,NA
89140202,2019,D,1,32052,17,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-14T11:00:00Z,30.39174,-84.223469
89140200,2019,D,1,32712,22,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T15:34:00Z,30.449532,-84.313514
89140200,2019,D,2,32304,25,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T15:34:00Z,30.449532,-84.313514
89140201,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-14T10:38:00Z,NA,NA
89140203,2019,D,1,33071,20,1,1,1,88,1,12,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-14T13:40:00Z,30.473401,-84.243526
89140205,2019,D,1,32317,19,2,1,1,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-05T13:56:00Z,30.46059,-84.226834
89140205,2019,D,2,32312,59,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-05T13:56:00Z,30.46059,-84.226834
87505405,2019,D,1,32305,57,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-23T16:35:00Z,NA,NA
87505405,2019,D,3,31720,29,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-23T16:35:00Z,NA,NA
88111362,2019,D,1,30540,58,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T13:00:00Z,30.4860581457321,-84.3073251572402
88111362,2019,D,2,32303,77,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T13:00:00Z,30.4860581457321,-84.3073251572402
88111363,2019,D,1,32351,19,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T14:50:00Z,30.53999,-84.37071
88111363,2019,D,2,30329,32,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T14:50:00Z,30.53999,-84.37071
87215283,2019,D,1,32303,63,1,3,1,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-24T20:05:00Z,30.4419263826157,-84.3529992786928
87505363,2019,D,1,32317,35,1,2,1,1,3,26,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T07:10:00Z,NA,NA
89140328,2019,D,1,32317,52,2,1,1,5,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T14:40:00Z,30.468559,-84.230564
89140328,2019,D,2,32333,16,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T14:40:00Z,30.468559,-84.230564
88111364,2019,D,1,32310,25,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T18:20:00Z,30.48319,-84.36311
88111364,2019,D,3,32303,25,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T18:20:00Z,30.48319,-84.36311
89140387,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-20T15:00:00Z,30.476673,-84.291771
89141276,2019,D,1,32327,19,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T11:43:00Z,30.463641,-84.29673
89141276,2019,D,2,32327,54,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T11:43:00Z,30.463641,-84.29673
89141293,2019,D,1,32310,91,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-24T11:17:00Z,30.445855,-84.317975
89141295,2019,D,1,33617,25,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-24T11:45:00Z,30.446664,-84.325658
89141295,2019,D,2,32310,55,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-24T11:45:00Z,30.446664,-84.325658
89141297,2019,D,1,32309,75,2,2,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-24T11:25:00Z,30.486029,-84.285519
89141297,2019,D,2,32312,22,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-24T11:25:00Z,30.486029,-84.285519
89140331,2019,D,1,32308,33,2,1,1,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T08:13:00Z,30.498021,-84.253531
89140331,2019,D,2,32344,37,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T08:13:00Z,30.498021,-84.253531
89140337,2019,D,1,32308,40,2,1,1,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T16:39:00Z,30.458287,-84.280872
89140337,2019,D,2,32304,28,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T16:39:00Z,30.458287,-84.280872
89140339,2019,D,1,32317,66,2,1,1,7,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T18:06:00Z,30.435042,-84.249523
89140339,2019,D,2,30075,48,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T18:06:00Z,30.435042,-84.249523
89140192,2019,D,1,32303,18,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T15:57:00Z,30.41252,-84.284009
89141270,2019,D,1,32304,31,1,1,1,1,9,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T07:50:00Z,30.456389,-84.345538
89142020,2019,D,1,32309,22,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-25T11:55:00Z,30.449097,-84.30652
89142020,2019,D,2,32304,19,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-25T11:55:00Z,30.449097,-84.30652
89140192,2019,D,2,32303,49,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T15:57:00Z,30.41252,-84.284009
89140192,2019,D,3,32310,64,1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T15:57:00Z,30.41252,-84.284009
89141313,2019,D,1,32311,45,1,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-25T10:03:00Z,30.427189,-84.226856
89141313,2019,D,2,34470,71,1,1,2,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-25T10:03:00Z,30.427189,-84.226856
89141314,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-25T10:30:00Z,30.394882,-84.283093
89141314,2019,D,2,32305,59,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-25T10:30:00Z,30.394882,-84.283093
88092913,2019,D,1,32311,39,1,1,1,7,1,25,26,29,2,NA,NA,NA,NA,NA,2019-05-18T19:35:00Z,30.37565,-84.27016
88092913,2019,D,2,32305,38,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-18T19:35:00Z,30.37565,-84.27016
88092913,2019,D,3,32301,43,2,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-18T19:35:00Z,30.37565,-84.27016
89141902,2019,D,2,32303,42,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T16:20:00Z,30.440663,-84.319744
89141902,2019,D,1,32405,32,2,1,1,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-19T16:20:00Z,30.440663,-84.319744
89297424,2019,D,1,32309,28,1,3,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-28T23:58:00Z,30.476927,-84.230029
89297434,2019,D,1,32305,62,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-20T07:50:00Z,30.300341,-84.235987
89297434,2019,D,2,32305,21,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-20T07:50:00Z,30.300341,-84.235987
89297581,2019,D,1,32301,34,2,3,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T16:12:00Z,30.463506,-84.310852
89297581,2019,D,2,32311,61,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T16:12:00Z,30.463506,-84.310852
89297581,2019,D,3,32304,23,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T16:12:00Z,30.463506,-84.310852
89297581,2019,D,4,32327,29,2,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-22T16:12:00Z,30.463506,-84.310852
89297583,2019,D,1,32312,44,2,1,1,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17T08:40:00Z,30.592567,-84.244705
89297542,2019,D,1,32608,22,1,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T17:27:00Z,30.435734,-84.280718
89297542,2019,D,2,32310,24,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T17:27:00Z,30.435734,-84.280718
89141137,2019,D,1,32304,38,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-16T15:46:00Z,30.447339,-84.2886
89141137,2019,D,2,32303,28,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-16T15:46:00Z,30.447339,-84.2886
89141155,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17T16:04:00Z,30.475753,-84.292978
89141156,2019,D,1,32301,23,1,1,1,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17T15:50:00Z,30.441696,-84.286821
89141158,2019,D,1,32309,78,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17T16:51:00Z,30.45931,-84.357961
89141158,2019,D,2,32310,27,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17T16:51:00Z,30.45931,-84.357961
89141287,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-23T20:17:00Z,30.457334,-84.291953
89141511,2019,D,1,32303,19,2,1,1,4,8,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-03T17:42:00Z,30.45321,-84.337826
89141511,2019,D,2,32304,27,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-03T17:42:00Z,30.45321,-84.337826
89141511,2019,D,3,32303,50,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-03T17:42:00Z,30.45321,-84.337826
89141620,2019,D,1,32257,65,1,1,1,3,1,11,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-07T19:51:00Z,30.43693,-84.261743
89141620,2019,D,2,32310,21,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-07T19:51:00Z,30.43693,-84.261743
89141620,2019,D,3,32305,62,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-07T19:51:00Z,30.43693,-84.261743
89297555,2019,D,1,32317,17,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-29T14:10:00Z,30.435034,-84.213333
89297555,2019,D,2,32311,17,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-29T14:10:00Z,30.435034,-84.213333
89142055,2019,D,1,32304,21,2,1,1,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-26T18:17:00Z,30.463431,-84.32652
89142055,2019,D,2,32304,22,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-26T18:17:00Z,30.463431,-84.32652
89142078,2019,D,1,32353,55,2,2,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-27T16:50:00Z,30.457217,-84.366943
89142078,2019,D,2,32333,59,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-27T16:50:00Z,30.457217,-84.366943
89141243,2019,D,1,32327,61,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T15:40:00Z,30.407227,-84.235142
89141243,2019,D,2,32301,37,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T15:40:00Z,30.407227,-84.235142
89141244,2019,D,1,32305,40,2,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T15:46:00Z,30.481601,-84.161108
89141246,2019,D,1,32301,33,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T17:00:00Z,30.455967,-84.262666
89141824,2019,D,1,32305,46,1,2,1,88,1,11,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-16T18:10:00Z,30.435489,-84.284322
89141824,2019,D,2,32303,20,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-16T18:10:00Z,30.435489,-84.284322
89141840,2019,D,1,32303,36,1,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T17:41:00Z,30.463434,-84.343676
89141840,2019,D,2,32303,38,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T17:41:00Z,30.463434,-84.343676
89141841,2019,D,1,32333,63,2,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T17:23:00Z,30.463545,-84.271081
89141841,2019,D,2,32309,59,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T17:23:00Z,30.463545,-84.271081
89141844,2019,D,1,32301,32,1,1,1,5,9,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T20:10:00Z,30.441282,-84.233987
89141246,2019,D,2,32222,19,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T17:00:00Z,30.455967,-84.262666
89141248,2019,D,1,32303,21,2,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T19:05:00Z,30.463697,-84.260713
89141248,2019,D,2,32301,52,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-21T19:05:00Z,30.463697,-84.260713
89140176,2019,D,1,28277,19,2,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T12:30:00Z,30.438722,-84.28307
89140176,2019,D,2,53072,22,2,1,2,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-13T12:30:00Z,30.438722,-84.28307
89140215,2019,D,1,32312,46,1,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-15T00:40:00Z,30.444399,-84.281648
89140321,2019,D,1,32164,20,2,1,1,7,3,11,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T10:52:00Z,30.444779,-84.284503
89140321,2019,D,2,32312,71,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T10:52:00Z,30.444779,-84.284503
89140322,2019,D,1,32310,72,2,2,1,1,88,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T11:46:00Z,30.457965,-84.364014
89140322,2019,D,2,32324,58,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-18T11:46:00Z,30.457965,-84.364014
87505326,2019,D,1,32304,36,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-06T19:15:00Z,NA,NA
87505326,2019,D,2,32304,39,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-06T19:15:00Z,NA,NA
87505327,2019,D,1,32303,26,2,1,1,4,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-07T17:50:00Z,NA,NA
87505327,2019,D,3,39819,58,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-07T17:50:00Z,NA,NA
87505328,2019,D,1,32327,57,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-06T18:32:00Z,NA,NA
87505328,2019,D,2,32305,25,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-06T18:32:00Z,NA,NA
89140561,2019,D,1,32309,64,2,1,1,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T13:02:00Z,30.525972,-84.236361
89140561,2019,D,2,32305,58,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T13:02:00Z,30.525972,-84.236361
88056969,2019,D,1,32310,30,2,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-20T22:50:00Z,30.3859976646783,-84.2746854272354
88056969,2019,D,2,32312,52,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-20T22:50:00Z,30.3859976646783,-84.2746854272354
87505394,2019,D,1,32309,60,1,3,1,1,1,29,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-20T22:10:00Z,30.560308,-84.21405
88592874,2019,D,1,32308,48,1,1,1,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-03T10:30:00Z,NA,NA
88592874,2019,D,2,32333,58,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-03T10:30:00Z,NA,NA
88592876,2019,D,1,32303,24,1,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-04T12:23:00Z,30.435965,-84.301435
88592876,2019,D,2,33625,21,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-04T12:23:00Z,30.435965,-84.301435
89140558,2019,D,1,32304,33,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T08:45:00Z,30.444698,-84.281043
89140558,2019,D,2,32304,33,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T08:45:00Z,30.444698,-84.281043
87505329,2019,D,1,32304,51,1,1,1,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-08T08:05:00Z,NA,NA
89140574,2019,D,1,32310,23,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T17:47:00Z,30.429807,-84.302342
89140574,2019,D,2,32305,43,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-26T17:47:00Z,30.429807,-84.302342
87505332,2019,D,1,32333,82,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-08T11:50:00Z,NA,NA
87505332,2019,D,2,32333,52,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-08T11:50:00Z,NA,NA
89140069,2019,D,1,32460,24,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T21:36:00Z,30.463241,-84.361056
89140069,2019,D,2,32303,66,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T21:36:00Z,30.463241,-84.361056
89140096,2019,D,1,32317,39,2,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T17:55:00Z,30.449153,-84.273604
89140096,2019,D,2,32224,21,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T17:55:00Z,30.449153,-84.273604
89140096,2019,D,3,32309,30,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-09T17:55:00Z,30.449153,-84.273604
89140123,2019,D,1,32312,35,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T17:23:00Z,30.44892,-84.305056
89140123,2019,D,2,32317,23,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T17:23:00Z,30.44892,-84.305056
89140125,2019,D,1,32312,23,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T20:37:00Z,30.482045,-84.319526
89140125,2019,D,2,32303,20,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T20:37:00Z,30.482045,-84.319526
89140126,2019,D,1,34982,20,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T17:16:00Z,30.438577,-84.283087
89140126,2019,D,2,32310,31,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-11T17:16:00Z,30.438577,-84.283087
89140300,2019,D,1,32336,34,2,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-17T16:48:00Z,30.498118,-84.246718
89140300,2019,D,2,39828,24,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-17T16:48:00Z,30.498118,-84.246718
89140301,2019,D,1,32351,22,2,3,1,4,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-17T16:34:00Z,30.49901,-84.335016
89140301,2019,D,2,32304,23,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-17T16:34:00Z,30.49901,-84.335016
89140304,2019,D,1,32317,20,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-17T20:00:00Z,30.449813,-84.31442
89140304,2019,D,2,33461,20,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-17T20:00:00Z,30.449813,-84.31442
89141363,2019,D,2,32301,35,1,1,2,1,1,77,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T12:00:00Z,30.433757,-84.24952
89141437,2019,D,1,32311,50,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31T09:14:00Z,30.441337,-84.226283
89141437,2019,D,2,32311,58,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31T09:14:00Z,30.441337,-84.226283
89141440,2019,D,1,32312,63,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31T11:32:00Z,30.511247,-84.249885
89141440,2019,D,2,32312,79,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31T11:32:00Z,30.511247,-84.249885
89141441,2019,D,1,32312,20,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31T11:29:00Z,30.431544,-84.247546
89141441,2019,D,2,35906,38,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-31T11:29:00Z,30.431544,-84.247546
89141361,2019,D,1,32305,55,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T11:33:00Z,30.403636,-84.282879
89141361,2019,D,2,32303,40,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T11:33:00Z,30.403636,-84.282879
89141362,2019,D,1,32303,20,2,1,1,88,1,11,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T11:37:00Z,30.443579,-84.28842
89141362,2019,D,2,32304,71,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-28T11:37:00Z,30.443579,-84.28842
89139803,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01T17:19:00Z,30.436547,-84.261776
89139803,2019,D,2,32310,23,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01T17:19:00Z,30.436547,-84.261776
89297656,2019,D,1,0,NA,88,1,1,88,88,2,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-26T17:00:00Z,30.555647,-84.250378
89297657,2019,D,1,32327,72,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-12T12:37:00Z,30.375671,-84.292579
89297657,2019,D,2,32346,22,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-12T12:37:00Z,30.375671,-84.292579
89141831,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T12:00:00Z,30.48019,-84.363297
89141831,2019,D,2,32327,42,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17T12:00:00Z,30.48019,-84.363297
89141832,2019,D,1,32312,62,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-15T09:50:00Z,30.463624,-84.318792
89141797,2019,D,1,NA,NA,NA,NA,1,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-15T17:45:00Z,30.440436,-84.31984
89141799,2019,D,1,32311,72,1,1,1,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-15T19:50:00Z,30.43562,-84.262045
