report_number,crash_year,crash_date_time,first_harmful_event,total_number_of_vehicles,total_number_of_persons,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,first_harmful_event,harmful_event_location,other1,tallahassee_democrat,wtxl
89141611,2019,2019-06-07 12:35,14,2,3,Thomasville Rd,,30.497635,-84.253867,,,,LIVE OAK PLANTATION RD,,2,14,1,EC2,,
89141609,2019,2019-06-07 12:55,14,2,2,W Pensacola St,,30.438715,-84.296006,36,,E,LORENE ST,,5,14,1,EC2,,
88008593,2019,2019-06-07 13:03,25,1,1,BAUM RD,,30.5135401323775,-84.0807334048127,,,,US HWY 90 E,,4,25,2,EC2,,
89141604,2019,2019-06-07 13:20,14,3,3,E Tennessee St,,30.444644,-84.275416,525,,E,N MERIDIAN ST,,2,14,1,EC2,,
89141605,2019,2019-06-07 13:35,14,2,4,Centerville Rd,,30.475638,-84.242704,20,,N,PAVILLIONS WAY,,5,14,1,EC2,,
89141608,2019,2019-06-07 13:42,14,2,7,E Gaines St,,30.435491,-84.278435,,,,S GADSDEN ST,,5,14,1,EC2,,
89141610,2019,2019-06-07 14:38,14,2,2,Capital Circle NE,,30.494303,-84.244672,565,,N,EASTGATE WAY,,77,14,2,EC2,,
83828198,2019,2019-06-07 15:51,33,1,1,STATE ROAD 20,,30.4414724078048,-84.4370045294011,,,,WHISPERING PINES DRIVE WEST,,3,33,3,EC2,,
83828198,2019,2019-06-07 15:51,33,1,1,STATE ROAD 20,,30.4414724078048,-84.4370045294011,,,,WHISPERING PINES DRIVE WEST,,3,33,3,,,
89297495,2019,2019-06-07 15:55,14,2,4,UNNAMED RD,,30.46155,-84.21745,,,,,,9,14,2,EC2,,
89141618,2019,2019-06-07 16:54,14,2,4,Holton St,,30.427615,-84.296277,,,,FLORAL ST,,5,14,1,EC2,,
88592934,2019,2019-06-07 17:00,14,2,3,W Virginia St,700,,,,,,DEWEY ST.,,5,14,1,EC2,,
89297437,2019,2019-06-07 17:00,39,1,1,BURGESS DR,1327,30.452636,-84.347804,,,,,,9,39,2,EC2,,
89141624,2019,2019-06-07 17:01,14,2,4,E Orange Ave,,30.41264,-84.276723,109,,E,S MERIDIAN ST,,3,14,1,EC2,,
89141617,2019,2019-06-07 17:04,14,3,6,Apalachee Pkwy,,30.43611,-84.259479,,,,,,9,14,1,EC2,,
88038626,2019,2019-06-07 17:12,14,2,2,VETERANS MEMORIAL DR,,30.5585017696801,-84.0453153736933,,,,RO CO CO RD.,,4,14,1,EC2,,
89297738,2019,2019-06-07 17:14,14,2,2,W Tennessee St,2740,30.454096,-84.339427,,,,,,9,14,8,EC2,,
89141613,2019,2019-06-07 17:17,14,2,3,Capital Circle SE,,30.42944,-84.226899,612,,S,DICK WILSON BLVD,,5,14,1,EC2,,
89141622,2019,2019-06-07 17:21,14,2,3,S Adams St,,30.425095,-84.281968,45,,N,LEE HALL DR,,5,14,1,EC2,,
89141614,2019,2019-06-07 17:32,14,2,2,Centerville Rd,,30.47754,-84.237873,94,,W,CAPITAL CIR NE,,5,14,1,EC2,,
89141595,2019,2019-06-07 18:18,36,1,1,Pullen Rd,,30.477984,-84.310092,,,,CLEMONS RD,,4,36,2,EC2,,
89141615,2019,2019-06-07 18:25,14,2,2,Mahan Dr,,30.456843,-84.236906,80,,W,RIGGINS RD,,5,14,1,EC2,,
89141616,2019,2019-06-07 18:47,15,2,2,Sharer Rd,2821,30.48085,-84.294842,,,,,,9,15,8,EC2,,
89141656,2019,2019-06-07 19:15,15,2,1,Sharer Rd,2820,30.480325,-84.295816,,,,,,9,15,8,EC2,,
89141620,2019,2019-06-07 19:51,14,3,7,Apalachee Pkwy,,30.43693,-84.261743,,,,S MAGNOLIA DR,,5,14,1,EC2,,
89141621,2019,2019-06-07 21:11,14,2,6,N Monroe St,,30.479811,-84.302425,35,,W,LAKESHORE DR,,5,14,1,EC2,,
89297540,2019,2019-06-07 22:50,25,1,1,Thomasville Rd,,30.633843,-84.169394,1320,,S,CHEROKEE PLANTATION RD,,2,25,2,EC2,,
89141623,2019,2019-06-07 23:20,15,2,0,Apalachee Pkwy,2427,30.427243,-84.239733,,,,,,9,15,8,EC2,,
89141625,2019,2019-06-08 00:30,32,1,0,OLD SAINT AUGUSTINE RD,,30.420098,-84.224554,726,,E,HILL CT,,5,32,1,EC2,,
89141626,2019,2019-06-08 01:42,14,2,1,Jackson Bluff Rd,1289,30.43412,-84.30387,,,,,,9,14,8,EC2,,
89141627,2019,2019-06-08 11:00,14,2,2,S Duval St,,30.43991,-84.283117,,,,W JEFFERSON ST,,5,14,1,EC2,,
89141628,2019,2019-06-08 12:08,14,2,3,W Tharpe St,,30.463667,-84.282619,66,,W,N MONROE ST,,5,14,1,EC2,,
89297729,2019,2019-06-08 12:10,14,2,4,Capital Circle NE,,30.458791,-84.228088,500,,S,MAHAN DR,,2,14,1,EC2,,
89141629,2019,2019-06-08 12:28,14,2,3,Mahan Dr,,30.461704,-84.223161,261,,W,WEEMS RD,,2,14,1,EC2,,
89141631,2019,2019-06-08 12:55,14,2,4,Thomasville Rd,,30.512853,-84.244291,49,,N,MACLAY RD,,2,14,1,EC2,,
89141632,2019,2019-06-08 14:40,39,1,2,S Monroe St,2525,30.415578,-84.279613,,,,,,9,39,8,EC2,,
89141745,2019,2019-06-08 15:11,14,2,2,Miccosukee Rd,,30.47459,-84.223376,,,,CAPITAL MEDICAL BLVD,,5,14,1,EC2,,
89141924,2019,2019-06-08 15:42,14,2,3,W BLOXHAM ST,,30.434547,-84.284315,,,,S BRONOUGH ST,,5,14,1,EC2,,
89141960,2019,2019-06-08 16:41,14,2,2,Killearn Center Blvd,,30.505832,-84.247959,270,,W,KILLEARN CT,,5,14,1,EC2,,
89297653,2019,2019-06-08 17:50,38,1,1,CLARECASTLE WAY,,30.533337,-84.199245,50,,N,SHANNON LAKE DR N,,5,38,3,EC2,,
89141634,2019,2019-06-08 18:25,1,1,1,N Blair Stone Rd,,30.444307,-84.250187,957,,N,PARK AVE E,,5,1,1,EC2,,
89141633,2019,2019-06-08 18:29,14,2,2,E Bradford Rd,,30.46752,-84.277474,71,,W,N MERIDIAN RD,,5,14,1,EC2,,
89125680,2019,2019-06-08 18:57,15,2,1,LEE HALL DR,1771,30.4266151197389,-84.2839126633583,,,,,,5,15,2,EC2,,
89297691,2019,2019-06-08 20:20,14,2,3,Old Bainbridge Rd,,30.499107,-84.335135,19,,W,FRED GEORGE RD,,5,14,1,EC2,,
89297754,2019,2019-06-08 20:25,14,2,3,Old Bainbridge Rd,,30.499142,-84.335145,30,,N,FRED GEORGE RD,,4,14,1,EC2,,
88060363,2019,2019-06-08 22:15,36,1,1,SB VETERANS MEMORIAL DRIVE,,30.5206083415698,-84.0542066937578,5,,S,US 90 (MAHAN DRIVE),,5,36,2,EC2,,
89141637,2019,2019-06-09 00:09,32,1,1,FULTON RD,698,30.481725,-84.294267,,,,,,9,32,2,EC2,,
87249946,2019,2019-06-09 00:15,14,2,1,US Hwy 319 (Thomasville Rd),,30.60117,-84.18352,400,,N,SMALL POND LANE,,2,14,1,EC2,,
89141635,2019,2019-06-09 00:25,14,2,2,Crawfordville Rd,,30.375676,-84.292509,38,,S,CAPITAL CIR SW,,3,14,1,EC2,,
88054827,2019,2019-06-09 01:50,32,1,1,COUNTY ROAD 2203 (SPRINGHILL ROAD),,30.3267526655722,-84.3969773375468,150,,S,O H HUDSON LANE,,4,32,2,EC2,,
89297615,2019,2019-06-09 02:00,39,1,1,OLD CHEMONIE RD,8996,30.576978,-84.126577,,,,,,9,39,3,EC2,,
89141636,2019,2019-06-09 02:49,39,1,1,E 5TH AVE,,30.454758,-84.278291,47,,W,THOMASVILLE RD,,5,39,1,EC2,,
89141638,2019,2019-06-09 03:00,15,2,1,N M L KING JR BLVD,,30.45847,-84.285538,244,,N,W 7TH AVE,,5,15,1,EC2,,
89297546,2019,2019-06-09 10:50,13,1,3,Woodville Hwy,,30.321471,-84.249062,250,,N,OAK RIDGE RD E,,4,13,1,EC2,,
88038628,2019,2019-06-09 12:18,14,2,3,I-10 E,,30.481290290429,-84.1526339364534,,,,MM 209,,1,14,1,EC2,,
89141641,2019,2019-06-09 13:20,14,2,2,E Gaines St,,30.435482,-84.280889,,,,S MONROE ST,,5,14,1,EC2,,
89141639,2019,2019-06-09 13:59,14,2,4,Crawfordville Rd,,30.39772,-84.281713,,,,RIDGE RD,,5,14,1,EC2,,
88027222,2019,2019-06-09 14:00,14,2,4,INTERSTATE 10 (STATE ROAD 8) EB 206 MM,,30.49811,-84.20139,3,,W,US HIGWAY 90 (STATE ROAD 10),,1,14,1,EC2,,
89141643,2019,2019-06-09 14:07,14,2,2,N Duval St,,30.461327,-84.285034,80,,E,W 10TH AVE,,5,14,1,EC2,,
89141645,2019,2019-06-09 14:10,14,2,3,E Park Ave,,30.441679,-84.254631,104,,E,REECE PARK LN,,5,14,1,EC2,,
89141640,2019,2019-06-09 14:23,14,2,7,Capital Circle NE,,30.462523,-84.228032,67,,N,AUSTIN DAVIS AVE,,5,14,1,EC2,,
89141646,2019,2019-06-09 14:24,15,2,1,UNNAMED RD,,30.461295,-84.304565,,,,,,9,15,8,EC2,,
88038629,2019,2019-06-09 14:29,27,1,1,I-10 W,,30.4827796574854,-84.3091038939359,,,,MONROE ST,,1,27,2,EC2,,
89141642,2019,2019-06-09 14:59,14,2,2,E Virginia St,,30.445821,-84.280688,,,,N MONROE ST,,2,14,1,EC2,,
89141644,2019,2019-06-09 15:35,14,2,2,E Tennessee St,,30.444698,-84.280659,,,,N MONROE ST,,5,14,1,EC2,,
88038630,2019,2019-06-09 15:50,33,1,1,OAK RIDGE RD W,,30.3249422752205,-84.3318637255791,200,,E,CRAWFORDVILLE HWY,,4,33,2,EC2,,
89141647,2019,2019-06-09 18:37,14,2,2,Apalachee Pkwy,,,,,,,MAGNOLIA DR,,5,14,1,EC2,,
89141748,2019,2019-06-09 20:00,14,2,5,W Pensacola St,,30.438717,-84.289189,,,,S MACOMB ST,,5,14,1,EC2,,
89141751,2019,2019-06-09 20:24,14,2,2,ANN ARBOR AVE,,30.461778,-84.348981,,,,,,9,14,1,EC2,,
89141753,2019,2019-06-09 21:24,36,1,1,S Meridian St,,30.435568,-84.277002,371,,S,E MADISON ST,,5,36,2,EC2,,
89141755,2019,2019-06-09 22:00,14,2,3,Gamble St,,30.426701,-84.30197,131,,E,STUCKEY AVE,,5,14,1,EC2,,
89141653,2019,2019-06-10 07:39,14,2,2,N M L KING JR BLVD,,30.464361,-84.285491,241,,N,W THARPE ST,,5,14,1,EC2,,
89297660,2019,2019-06-10 07:56,14,2,2,Capital Circle NW,,30.463685,-84.361366,159,,N,W THARPE ST,,5,14,1,EC2,,
89141657,2019,2019-06-10 08:16,14,3,3,S Adams St,,30.421841,-84.28202,5,,N,W OSCEOLA ST,,3,14,1,EC2,,
89141698,2019,2019-06-10 09:15,14,2,3,Capital Circle SW,,,,,,,CRAWFORDVILLE HWY,,5,14,1,EC2,,
88111371,2019,2019-06-10 10:50,18,1,1,INTERSTATE 10 (STATE ROAD 8),,30.4826578438612,-84.3061336686482,,,,MM 199 EB ENTRANCE RAMP,,1,18,1,EC2,,
89141667,2019,2019-06-10 11:04,14,2,2,MCCASKILL AVE,,30.42549,-84.302411,,,,LAKE BRADFORD RD,,5,14,1,EC2,,
89141649,2019,2019-06-10 11:40,14,2,2,Thomasville Rd,,30.513063,-84.24407,152,,N,MACLAY RD,,2,14,1,EC2,,
89141665,2019,2019-06-10 11:46,14,3,3,Centerville Rd,,30.477955,-84.236942,18,,E,CAPITAL CIR NE,,4,14,1,EC2,,
89141663,2019,2019-06-10 13:11,14,2,6,Centerville Rd,,30.478005,-84.237133,25,,W,CAPITAL CIR NE,,4,14,1,EC2,,
89141666,2019,2019-06-10 13:16,14,2,2,S Adams St,,30.403788,-84.283044,45,,N,BRAGG DR,,5,14,1,EC2,,
89141654,2019,2019-06-10 13:19,14,2,2,Old Bainbridge Rd,,30.475871,-84.311442,53,,S,STONE RD,,5,14,1,EC2,,
87511832,2019,2019-06-10 13:40,14,2,3,TCC PARKING LOT C,,30.44315,-84.33881,,,,,,9,14,8,EC2,,
89141674,2019,2019-06-10 14:06,15,2,2,TERMINAL LOOP RD,,30.396925,-84.343741,,,,,,9,15,8,EC2,,
89141664,2019,2019-06-10 14:28,14,2,4,N FRANKLIN BLVD,,30.443489,-84.273198,41,,S,E CALL ST,,5,14,1,EC2,,
89141675,2019,2019-06-10 14:45,14,2,3,Apalachee Pkwy,,30.436766,-84.261662,,,,S MAGNOLIA DR,,5,14,1,EC2,,
89141652,2019,2019-06-10 15:33,14,2,3,Stadium Dr,,30.446755,-84.306573,,,,W CALL ST,,5,14,1,EC2,,
89141668,2019,2019-06-10 15:35,14,2,2,E Orange Ave,,30.412022,-84.249961,503,,E,BLAIR STONE RD,,5,14,1,EC2,,
89141680,2019,2019-06-10 16:44,14,2,2,W Tennessee St,,,,,,,STADIUM DR,,5,14,1,EC2,,
89141671,2019,2019-06-10 18:04,14,2,2,Buck Lake Rd,,30.463494,-84.183121,79,,W,N PEDRICK RD,,5,14,1,EC2,,
89141679,2019,2019-06-10 18:25,14,2,4,N Monroe St,,30.480777,-84.303963,,,,CALLAWAY RD,,2,14,1,EC2,,
89141692,2019,2019-06-10 18:49,14,2,6,S Monroe St,,30.440602,-84.280596,,,,E COLLEGE AVE,,3,14,1,EC2,,
89141729,2019,2019-06-10 19:16,39,1,1,WATT DR,825,30.47041,-84.297571,,,,,,9,39,2,EC2,,
89297486,2019,2019-06-10 19:33,14,2,4,Capital Circle NW,,30.528768,-84.362436,,,,TOWER RD,,5,14,1,EC2,,
89141676,2019,2019-06-10 19:35,14,2,3,Capital Circle SW,,30.375969,-84.270417,,,,WOODVILLE HWY,,5,14,1,EC2,,
89141683,2019,2019-06-10 20:00,14,2,3,SHAMROCK ST W,,30.514408,-84.223618,151,,S,CAVAN DR,,5,14,1,EC2,,
89297667,2019,2019-06-10 20:09,39,1,1,Tram Rd,,30.385276,-84.244439,1328,,W,MERCHANTS ROW BLVD,,5,39,2,EC2,,
89125721,2019,2019-06-11 00:00,14,2,2,HUDSON STREET,,30.42661111,-84.28445278,,,,,,5,14,2,EC2,,
89141689,2019,2019-06-11 02:30,14,2,3,W Tennessee St,,30.449091,-84.315749,48,,E,OCALA RD,,3,14,1,EC2,,
89141754,2019,2019-06-11 04:41,34,1,1,Alabama St,,30.456342,-84.301257,,,,CLAY ST,,5,34,10,EC2,,
85407973,2019,2019-06-11 06:15,13,1,1,COUNTY ROAD-2204 (SPRINGHILL ROAD),,30.3605889499603,-84.3718582605133,950,,S,LOST LAKE ROAD,,4,13,1,EC2,,
88056986,2019,2019-06-11 07:30,30,1,2,INTERSTATE-10(STATE ROAD-8) MM197 EB,,30.4777365536244,-84.3507060997147,,1,E,UNITED STATES-319 (STATE ROAD-263),,1,30,1,EC2,,
89141661,2019,2019-06-11 07:49,14,2,2,Apalachee Pkwy,,30.427688,-84.222752,275,,W,CAY LN,,2,14,1,EC2,,
89141659,2019,2019-06-11 08:01,14,2,3,Apalachee Pkwy,,30.438225,-84.279598,,,,CALHOUN ST S,,2,14,1,EC2,,
89141682,2019,2019-06-11 08:18,14,2,4,N Macomb St,435,30.446115,-84.287874,,,,,,9,14,8,EC2,,
89141658,2019,2019-06-11 08:19,14,2,2,Apalachee Pkwy,,30.430081,-84.244184,161,,W,N PAUL RUSSELL RD,,2,14,1,EC2,,
89141651,2019,2019-06-11 08:42,14,2,3,Thomasville Rd,,30.513088,-84.244044,164,,N,MACLAY RD,,2,14,1,EC2,,
89141650,2019,2019-06-11 09:00,14,2,2,Thomasville Rd,,30.506708,-84.249632,,,,CAPITAL CIRCLE NE,,2,14,1,EC2,,
89297741,2019,2019-06-11 09:24,39,1,2,Old Bainbridge Rd,,30.583035,-84.358583,897,,N,ORCHARD POND PKWY,,4,39,2,EC2,,
89141648,2019,2019-06-11 11:05,14,2,2,THOMASWOOD DR,,30.496863,-84.254031,,,,THOMASVILLE RD,,5,14,1,EC2,,
89297517,2019,2019-06-11 11:50,26,1,1,Apalachee Pkwy,,30.41908,-84.140724,161,,W,LOUVINIA DR,,3,26,4,EC2,,
89141655,2019,2019-06-11 11:54,14,2,2,W Pensacola St,,30.441025,-84.325959,,,,WHITE DR,,5,14,1,EC2,,
89141662,2019,2019-06-11 11:57,14,2,2,Mahan Dr,,30.459932,-84.228326,71,,W,CAPITAL CIR NE,,2,14,1,EC2,,
89141660,2019,2019-06-11 12:15,14,2,3,Capital Circle NE,,30.493178,-84.243754,,,,EASTGATE WAY,,2,14,1,EC2,,
89141669,2019,2019-06-11 12:28,14,2,1,Miccosukee Rd,1300,30.456687,-84.261639,,,,,,9,14,1,EC2,,
89141702,2019,2019-06-11 13:35,14,2,2,W Tennessee St,,30.449083,-84.31543,148,,E,OCALA RD,,5,14,1,EC2,,
89141678,2019,2019-06-11 13:40,14,2,14,W Tennessee St,,30.444629,-84.288813,86,,W,N MACOMB ST,,3,14,1,EC2,,
89141670,2019,2019-06-11 13:55,37,1,1,W Pensacola St,2757,30.440907,-84.334685,,,,,,9,37,8,EC2,,
89141673,2019,2019-06-11 14:30,38,1,5,GOODWOOD DR,1680,30.467567,-84.250746,,,,,,9,38,10,EC2,,
89141672,2019,2019-06-11 14:42,15,2,1,N Monroe St,2436,,,,,,,,9,15,8,EC2,,
89297510,2019,2019-06-11 14:50,14,2,4,N Monroe St,,30.508759,-84.338273,479,,E,HARRIET DR,,5,14,1,EC2,,
89141677,2019,2019-06-11 14:54,14,2,3,W RANDOLPH CIR,,30.465266,-84.265498,7,,N,BETTON RD,,5,14,1,EC2,,
89297708,2019,2019-06-11 15:00,14,2,6,Fred George Rd,,30.498987,-84.334988,,,,OLD BAINBRIDGE RD,,5,14,1,EC2,,
89297503,2019,2019-06-11 15:15,14,3,6,Capital Circle NW,,30.495092,-84.361455,156,,S,BACK FORTY RD,,5,14,1,EC2,,
88092916,2019,2019-06-11 15:33,14,2,3,INTERSTATE 10 (STATE ROAD 8),,30.47949,-84.36333,,0.5,E,STATE ROAD 263 (CAPITAL CIRCLE ),,1,14,1,EC2,,
89141681,2019,2019-06-11 15:41,14,2,2,W Tennessee St,,30.450057,-84.331999,23,,E,BLOCK ST,,5,14,1,EC2,,
89141688,2019,2019-06-11 16:00,18,2,1,W Tharpe St,1000,30.46454,-84.298537,,,,,,9,18,8,EC2,,
89297712,2019,2019-06-11 16:33,14,2,3,Capital Circle NW,,30.51079,-84.362961,438,,N,FLOWERWOOD DR,,3,14,1,EC2,,
89141687,2019,2019-06-11 16:33,15,2,1,Capital Medical Blvd,2626,,,,,,,,9,15,1,EC2,,
89141685,2019,2019-06-11 17:19,14,2,2,Capital Circle SW,,30.376075,-84.292208,,,,CRAWFORDVILLE RD,,5,14,1,EC2,,
89141684,2019,2019-06-11 17:42,14,2,2,Thomasville Rd,,30.498223,-84.253435,50,,S,METROPOLITAN BLVD,,5,14,1,EC2,,
89141686,2019,2019-06-11 18:19,14,2,3,Ridge Rd,,30.39772,-84.281673,,,,CRAWFORDVILLE RD,,2,14,1,EC2,,
89297591,2019,2019-06-11 18:35,24,1,1,SMITTYS WAY,,30.434934,-84.360411,,,,BLOUNTSTOWN HWY,,3,24,10,EC2,,
88592935,2019,2019-06-11 21:13,36,1,1,WOODWARD AV,104,,,,,,,,9,36,1,EC2,,
89141696,2019,2019-06-11 21:25,14,2,3,Apalachee Pkwy,,30.428013,-84.216363,,,,IDLEWILD DR,,3,14,1,EC2,,
89141691,2019,2019-06-11 21:55,14,2,5,Trojan Trl,,30.440023,-84.218711,,,,EASTERWOOD LN,,5,14,1,EC2,,
89141693,2019,2019-06-11 22:00,14,2,2,ZILLAH ST,,30.400954,-84.268904,210,,S,OMEGA AVE,,5,14,1,EC2,,
89141690,2019,2019-06-11 22:02,14,2,2,N Blair Stone Rd,,30.462724,-84.242933,52,,N,MICCOSUKEE RD,,5,14,1,EC2,,
89141694,2019,2019-06-11 22:27,15,2,1,Capital Circle NE,1747,30.467244,-84.227307,,,,,,9,15,8,EC2,,
89141695,2019,2019-06-11 22:55,24,1,1,ESCAMBIA DR,,30.441731,-84.326123,54,,W,WHITE DR,,5,24,10,EC2,,
89141708,2019,2019-06-12 05:00,15,2,1,EASTON POINTE WAY,5412,30.459098,-84.184909,,,,,,8,15,8,EC2,,
88128757,2019,2019-06-12 06:04,14,2,2,SPRINGHILL ROAD,,30.34499,-84.38444,,0.5,S,FIRESIDE,,5,14,1,EC2,,
88027223,2019,2019-06-12 06:05,14,1,1,INTERSTATE 10 (STATE ROAD 8) WB 197 MM,,30.4788457955303,-84.325041724855,,1,E,STATE ROAD 263 (CAPITAL CIRCLE NW),,1,14,3,EC2,,
89141697,2019,2019-06-12 06:50,24,1,1,Centerville Rd,1964,30.473305,-84.24354,,,,,,9,24,10,EC2,,
89297490,2019,2019-06-12 07:20,14,2,2,SABINE DR,,30.462712,-84.215829,50,,S,LAGNIAPPE WAY,,5,14,1,EC2,,
89141699,2019,2019-06-12 07:36,15,2,1,Apalachee Pkwy,2849,30.426744,-84.232411,,,,,,9,15,8,EC2,,
89141704,2019,2019-06-12 07:50,14,2,2,Thomasville Rd,,30.487748,-84.255794,161,,S,HERMITAGE BLVD,,3,14,1,EC2,,
89141705,2019,2019-06-12 07:50,14,3,4,Apalachee Pkwy,,30.43183,-84.248277,206,,W,EVANGELINE WAY,,2,14,1,EC2,,
88135044,2019,2019-06-12 07:50,25,1,1,MILES JOHNSON ROAD,,30.4935909864526,-84.1315368343241,350,,W,WILLIE FRANCIS TRAIL,,5,25,2,EC2,,
89141700,2019,2019-06-12 08:15,14,2,3,S Magnolia Dr,,30.436559,-84.261901,,,,APALACHEE PKWY,,4,14,1,EC2,,
89141701,2019,2019-06-12 08:35,15,2,2,Capital Circle NE,3396,30.500007,-84.247667,,,,,,9,15,8,EC2,,
89141703,2019,2019-06-12 08:57,14,2,2,Apalachee Pkwy,,30.432245,-84.249612,,,,BLAIR STONE RD,,2,14,1,EC2,,
89141706,2019,2019-06-12 10:45,14,2,2,Thomasville Rd,3521,30.509304,-84.246311,,,,,,9,14,8,EC2,,
89141707,2019,2019-06-12 11:08,14,2,2,BONNIE DR,,30.454803,-84.330514,,,,MISSION RD,,5,14,1,EC2,,
89141709,2019,2019-06-12 11:48,14,2,2,Kerry Forest Pkwy,,30.543121,-84.229737,564,,W,THOMASVILLE RD,,5,14,1,EC2,,
89297657,2019,2019-06-12 12:37,18,2,2,Crawfordville Rd,,30.375671,-84.292579,49,,S,CAPITAL CIR SW,,4,18,1,EC2,,
89141710,2019,2019-06-12 13:32,14,2,2,W Pensacola St,,30.441517,-84.337195,54,,E,S APPLEYARD DR,,3,14,1,EC2,,
87289538,2019,2019-06-12 13:48,14,2,2,BANNERMAN ROAD,,30.5613193436727,-84.2107245031176,,,,VELDA DAIRY ROAD,,4,14,1,EC2,,
87289540,2019,2019-06-12 14:51,14,2,2,INTERSTATE 10 MM 201 WB,,30.4920949873492,-84.2795988710295,,2,W,THOMASVILLE ROAD,,1,14,1,EC2,,
88074491,2019,2019-06-12 15:04,36,1,4,INTERSTATE 10 EB MM 199 ENTRANCE RAMP,,30.48144,-84.31368,,,,UNITED STATES HIGHWAY 27,,1,36,1,EC2,,
89141712,2019,2019-06-12 15:05,14,2,2,Apalachee Pkwy,,30.426975,-84.232492,5,,E,RICHVIEW RD,,2,14,1,EC2,,
89141711,2019,2019-06-12 15:07,14,2,3,W Tharpe St,,30.463538,-84.311702,195,,E,CROYDON DR,,4,14,1,EC2,,
89141741,2019,2019-06-12 15:08,14,2,4,N Duval St,,30.444723,-84.283082,,,,W TENNESSEE ST,,5,14,1,EC2,,
88135046,2019,2019-06-12 15:15,14,3,4,INTERSTATE 10 (STATE ROAD 8),,30.4927225283737,-84.2788630638815,100,,W,MERIDIAN ROAD,,1,14,1,EC2,,
87289539,2019,2019-06-12 15:15,14,2,5,INTERSTATE 10 MM 201,,30.4913,-84.28225,,2,W,THOMASVILLE ROAD,,1,14,3,EC2,,
88135047,2019,2019-06-12 15:18,14,2,3,INTERSTATE 10 (STATE ROAD 8),,30.4930358824891,-84.2776449552774,100,,W,N MERIDIAN ROAD,,1,14,1,EC2,,
89141713,2019,2019-06-12 15:20,14,2,4,Centerville Rd,,30.476785,-84.239498,18,,E,CENTRE POINTE BLVD,,5,14,1,EC2,,
89141716,2019,2019-06-12 15:25,14,2,3,E Tennessee St,,30.444678,-84.278241,22,,E,N GADSDEN ST,,2,14,1,EC2,,
89141715,2019,2019-06-12 15:30,14,2,2,Miccosukee Rd,,30.449598,-84.273193,66,,N,WILSON AVE,,4,14,1,EC2,,
89141714,2019,2019-06-12 15:36,14,3,3,Capital Circle NE,,30.502492,-84.248429,,,,W I-10,,2,14,1,EC2,,
88060364,2019,2019-06-12 15:40,14,2,3,SB SR 261 (CAPITAL CIRCLE SE),,30.4110941838948,-84.2350481841776,10,,W,ORANGE AVENUE,,3,14,1,EC2,,
89141725,2019,2019-06-12 15:41,14,2,2,N Monroe St,,30.483412,-84.310941,383,,E,MONROE ST,,5,14,1,EC2,,
89141722,2019,2019-06-12 15:55,14,2,5,W Orange Ave,1109,30.412548,-84.299946,959,,E,SPRINGHILL RD,,4,14,1,EC2,,
88060003,2019,2019-06-12 16:00,34,1,1,INTERSTATE 10 (STATE ROAD 8),,30.48381,-84.15652,,,,US HIGHWAY 90 (MAHAN DRIVE),,1,34,2,EC2,,
89141717,2019,2019-06-12 17:05,14,2,3,Capital Circle NE,,30.49776,-84.246649,120,,S,VILLAGE GREEN WAY,,5,14,1,EC2,,
89141733,2019,2019-06-12 17:13,14,2,2,W Tharpe St,,30.46362,-84.292098,60,,W,GIBBS DR,,5,14,1,EC2,,
89141719,2019,2019-06-12 17:18,14,2,2,E Tennessee St,,30.444771,-84.275144,,,,,,9,14,1,EC2,,
89141726,2019,2019-06-12 17:20,14,2,4,LEE AVE,,30.457196,-84.26434,,,,E 7TH AVE,,5,14,1,EC2,,
89141718,2019,2019-06-12 17:30,14,2,2,Woodville Hwy,,30.397514,-84.279753,251,,S,GAILE AVE,,5,14,1,EC2,,
89141721,2019,2019-06-12 17:48,14,2,2,E 7TH AVE,,30.457262,-84.272319,,,,COLONIAL DR,,5,14,1,EC2,,
89141720,2019,2019-06-12 18:06,14,2,3,UNNAMED RD,,30.447215,-84.275667,103,,S,MICCOSUKEE RD,,5,14,1,EC2,,
89141743,2019,2019-06-12 19:00,15,2,1,TERMINAL LOOP RD,3300,30.395933,-84.345434,,,,,,9,15,2,EC2,,
89141727,2019,2019-06-12 19:12,14,2,2,CENTRAL ST,,30.457731,-84.290823,,,,W 7TH AVE,,5,14,1,EC2,,
89141723,2019,2019-06-12 19:32,14,2,2,S Calhoun St,,30.437862,-84.279478,67,,N,E SAINT AUGUSTINE ST,,5,14,1,EC2,,
89141760,2019,2019-06-12 20:00,15,2,2,SYLVAN CT,2313,30.473311,-84.314027,,,,,,9,15,2,EC2,,
89141732,2019,2019-06-12 20:15,14,2,3,N Duval St,,30.454729,-84.283078,,,,W 5TH AVE,,5,14,1,EC2,,
89141731,2019,2019-06-12 20:25,14,3,4,W Orange Ave,,30.412679,-84.306966,,,,LAKE MUNSON ST,,5,14,1,EC2,,
89141724,2019,2019-06-12 20:30,14,3,3,Apalachee Pkwy,,30.436959,-84.262352,207,,W,S MAGNOLIA DR,,2,14,1,EC2,,
89141735,2019,2019-06-13 00:30,39,1,1,N Blair Stone Rd,,30.450479,-84.25071,1065,,S,MAHAN DR,,5,39,3,EC2,,
