report_number,crash_year,crash_date_time,first_harmful_event,total_number_of_vehicles,total_number_of_persons,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,first_harmful_event,harmful_event_location,other1,tallahassee_democrat,wtxl
89140273,2019,2019-04-16 13:30,14,2,3,Centerville Rd,,30.477136,-84.238742,288,,E,CENTRE POINTE BLVD,,5,14,1,EC2,,
89140270,2019,2019-04-16 13:43,14,2,2,N Monroe St,,30.4573,-84.280778,203,,S,E 7TH AVE,,3,14,1,EC2,,
87505380,2019,2019-04-16 14:10,14,2,14,Jim Lee Rd,3013,,,0,,,,,8,14,1,EC2,,
89140275,2019,2019-04-16 15:24,14,2,2,Pepper Dr,,30.429278,-84.302318,,,,LAKE BRADFORD RD,,5,14,1,EC2,,
89140278,2019,2019-04-16 16:00,15,2,2,W Tennessee St,1964,30.449796,-84.315659,,,,,,9,15,8,EC2,,
89140274,2019,2019-04-16 16:20,14,2,2,Capital Circle NE,,30.450371,-84.226576,51,,N,INDUSTRIAL PLAZA DR,,4,14,1,EC2,,
89140276,2019,2019-04-16 16:41,15,2,1,PRICILLA LN,,30.415552,-84.270262,,,,,,9,15,8,EC2,,
89140282,2019,2019-04-16 16:52,14,2,2,W Tennessee St,,30.448132,-84.317728,63,,W,OCALA RD,,2,14,1,EC2,,
89140283,2019,2019-04-16 17:24,14,2,2,W Gaines St,,30.43553,-84.282948,,,,S DUVAL ST,,3,14,1,EC2,,
89140279,2019,2019-04-16 18:07,14,2,2,Blair Stone Rd,,30.428109,-84.249503,10,,S,OLD ST AUGUSTINE RD,,5,14,1,EC2,,
89140284,2019,2019-04-16 18:13,14,2,2,S Bronough St,,30.436714,-84.284322,,,,W MADISON ST,,3,14,1,EC2,,
89140280,2019,2019-04-16 19:25,14,2,2,Killearn Center Blvd,,30.505521,-84.248829,158,,E,CAPITAL CIR NE,,5,14,1,EC2,,
89140313,2019,2019-04-16 20:00,15,2,1,VOLUSIA ST,,30.458228,-84.303509,233,,E,JOE LOUIS ST,,5,15,1,EC2,,
89140281,2019,2019-04-16 20:30,14,2,2,UNNAMED RD,,30.435274,-84.253709,,,,,,9,14,8,EC2,,
89140286,2019,2019-04-16 20:30,15,2,0,UNNAMED RD,,30.43749,-84.252419,,,,,,9,15,2,EC2,,
89140277,2019,2019-04-16 20:46,14,2,3,W Gaines St,,30.435462,-84.293212,60,,E,GAY ST,,5,14,1,EC2,,
87270824,2019,2019-04-16 20:56,14,2,5,THOMASVILLE ROAD (CIRCLE K PARKING LOT),6706,30.5618674062597,-84.217625908791,150,,W,BANNERMAN ROAD,,2,14,8,EC2,,
89140285,2019,2019-04-16 22:00,14,2,2,W Gaines St,,30.436577,-84.305921,123,,W,CHAMPIONS WAY,,5,14,1,EC2,,
87505378,2019,2019-04-16 22:34,14,2,6,Fred George Rd,,30.50186,-84.330511,419,,W,N MONROE ST,,4,14,1,EC2,,
89140288,2019,2019-04-17 02:35,24,1,1,Hartsfield Rd,2929,30.473612,-84.348519,,,,,,9,24,2,EC2,,
89140289,2019,2019-04-17 07:40,14,2,4,Miccosukee Rd,,30.46225,-84.24373,252,,W,N BLAIR STONE RD,,5,14,1,EC2,,
85914278,2019,2019-04-17 09:33,33,1,1,S MARTIN LUTHER KING JR BLVD,1938,30.422959,-84.287021,,,,,,9,33,8,EC2,,
89140290,2019,2019-04-17 10:58,15,2,1,APALACHEE PKWY (130?),1027,30.437465,-84.267304,,,,,,9,15,8,EC2,,
89140291,2019,2019-04-17 12:25,14,2,2,Capital Medical Blvd,,30.472971,-84.232192,198,,N,CAPITAL CIR NE,,5,14,1,EC2,,
89140294,2019,2019-04-17 13:19,14,2,2,N Monroe St,,30.449502,-84.280615,150,,N,E BREVARD ST,,2,14,1,EC2,,
89140317,2019,2019-04-17 13:34,15,2,1,E COLLEGE AVE,,30.440682,-84.279998,129,,W,S CALHOUN ST,,5,15,8,EC2,,
89140293,2019,2019-04-17 13:40,14,2,2,E BREVARD ST,,30.449105,-84.279568,,,,N CALHOUN ST,,5,14,1,EC2,,
89140292,2019,2019-04-17 13:48,14,2,2,N Monroe St,,30.464723,-84.283082,312,,S,GLENVIEW DR,,5,14,1,EC2,,
89140295,2019,2019-04-17 14:05,14,2,2,E 7TH AVE,,30.457244,-84.268063,,,,MITCHELL AVE,,5,14,1,EC2,,
89140306,2019,2019-04-17 14:47,14,2,1,W Tennessee St,608,30.444947,-84.291079,,,,,,9,14,8,EC2,,
89140296,2019,2019-04-17 14:58,14,2,2,Apalachee Pkwy,,30.432012,-84.248827,229,,E,BLAIR STONE RD,,2,14,1,EC2,,
89140297,2019,2019-04-17 15:22,14,2,2,Stadium Dr,,30.436499,-84.306081,151,,W,HENDRY ST,,5,14,1,EC2,,
89140298,2019,2019-04-17 15:42,14,3,3,Capital Circle SE,,30.42701,-84.226639,50,,S,APALACHEE PKWY,,5,14,1,EC2,,
87505383,2019,2019-04-17 15:57,14,2,2,Mahan Dr,6615,,,0,,,,,2,14,8,EC2,,
89140301,2019,2019-04-17 16:34,14,2,3,Old Bainbridge Rd,,30.49901,-84.335016,,,,FRED GEORGE RD,,5,14,1,EC2,,
89140300,2019,2019-04-17 16:48,14,2,2,Capital Circle NE,,30.498118,-84.246718,11,,N,VILLAGE GREEN WAY,,4,14,1,EC2,,
89140309,2019,2019-04-17 16:57,14,2,2,W Brevard St,540,30.449256,-84.289947,,,,,,9,14,2,EC2,,
89140299,2019,2019-04-17 17:00,14,3,3,Mahan Dr,,30.458286,-84.233088,1,,W,MITCHAM DR,,2,14,1,EC2,,
89140311,2019,2019-04-17 17:05,14,2,2,N Monroe St,,30.476041,-84.296631,105,,W,TORREYA DR,,5,14,1,EC2,,
89140303,2019,2019-04-17 17:15,14,2,2,RANKIN AVE,,30.426909,-84.345008,295,,S,ROSWELL DR,,5,14,1,EC2,,
89140302,2019,2019-04-17 17:16,14,2,2,Thomasville Rd,,30.46358,-84.271085,256,,N,PINE ST,,5,14,1,EC2,,
88592897,2019,2019-04-17 18:24,15,2,1,CHAMPIONS WAY,288,,,,,,,,9,15,88,EC2,,
89140304,2019,2019-04-17 20:00,14,2,2,W Tennessee St,1960,30.449813,-84.31442,,,,,,9,14,1,EC2,,
89140308,2019,2019-04-17 20:30,10,1,3,W Pensacola St,,30.441396,-84.333474,100,,E,CACTUS ST,,5,10,1,EC2,,
89140305,2019,2019-04-17 21:14,14,4,7,Apalachee Pkwy,,30.434413,-84.254833,1858,,W,BLAIR STONE RD,,2,14,1,EC2,,
89140314,2019,2019-04-17 21:45,9,1,1,Centerville Rd,,30.528064,-84.188738,87,,W,KILLIMORE LN,,5,9,10,EC2,https://www.tallahassee.com/story/news/2019/04/18/pedestrian-hospitalized-wednesday-crash/3505741002/,
89140307,2019,2019-04-17 23:08,14,2,2,W Gaines St,,30.435617,-84.301322,147,,E,STADIUM DR E,,5,14,1,EC2,,
89140310,2019,2019-04-17 23:20,14,2,3,E Magnolia Dr,,30.420053,-84.268774,,,,COUNTRY CLUB DR,,5,14,1,EC2,,
87505382,2019,2019-04-18 01:02,42,1,2,DOG LAKE TOWER RD,,,,528,,W,NFR-324,,5,42,2,EC2,,
89140312,2019,2019-04-18 02:14,14,3,3,W Gaines St,,30.435546,-84.288269,,,,S MACOMB ST,,3,14,1,EC2,,
89140315,2019,2019-04-18 06:50,14,2,2,Springhill Rd,,30.410713,-84.304214,73,,N,JOES RD,,5,14,1,EC2,,
87505384,2019,2019-04-18 08:00,14,2,3,Woodville Hwy,,,,0,,,FLAGG ST,,5,14,1,EC2,,
89140331,2019,2019-04-18 08:13,14,2,5,Thomasville Rd,,30.498021,-84.253531,180,,N,LIVE OAK PLANTATION RD,,5,14,1,EC2,,
89140316,2019,2019-04-18 08:18,14,2,2,Holton St,,30.422559,-84.296186,,,,KISSIMMEE ST,,5,14,1,EC2,,
89140344,2019,2019-04-18 08:26,14,3,3,W Tennessee St,,30.448155,-84.31777,68,,W,OCALA RD,,5,14,1,EC2,,
89140321,2019,2019-04-18 10:52,14,2,2,W Tennessee St,,30.444779,-84.284503,39,,W,N BRONOUGH ST,,2,14,1,EC2,,
89140319,2019,2019-04-18 10:56,15,2,1,Lake Ella Dr,,30.462474,-84.279459,324,,E,LEGION ST,,5,15,10,EC2,,
89140318,2019,2019-04-18 10:59,14,2,2,W Tennessee St,,30.44896,-84.312723,,,,W CALL ST,,2,14,1,EC2,,
89140320,2019,2019-04-18 11:03,14,2,2,Mahan Dr,,30.456511,-84.237785,,,,E PLAZA DR,,5,14,1,EC2,,
89140322,2019,2019-04-18 11:46,14,2,2,W Tennessee St,5000,30.457965,-84.364014,,,W,CAPITAL CIR NW,,3,14,1,EC2,,
89140325,2019,2019-04-18 12:06,14,2,2,WILLIAMS ST,,30.452391,-84.277603,,,,N GADSDEN ST,,5,14,1,EC2,,
89140323,2019,2019-04-18 12:14,14,2,2,E Tennessee St,,30.444649,-84.281907,,,,N ADAMS ST,,5,14,1,EC2,,
89140326,2019,2019-04-18 13:20,14,2,3,W GEORGIA ST,,30.448008,-84.284345,,,,N BRONOUGH ST,,5,14,1,EC2,,
89140324,2019,2019-04-18 13:55,14,2,3,Dixie Dr,,30.447724,-84.327592,20,,N,W TENNESSEE ST,,5,14,1,EC2,,
89140329,2019,2019-04-18 14:00,14,2,2,Raymond Diehl Rd,,30.501106,-84.251748,163,,E,THOMASVILLE RD,,5,14,1,EC2,,
89140327,2019,2019-04-18 14:11,14,2,2,E BLOXHAM STREET,7,30.433648,-84.281626,,,,,,9,14,8,EC2,,
89140328,2019,2019-04-18 14:40,14,2,3,Capital Circle NE,,30.468559,-84.230564,424,,S,MICCOSUKEE RD,,2,14,1,EC2,,
89140330,2019,2019-04-18 15:06,14,2,4,W Pensacola St,,30.440714,-84.32071,365,,W,S AUSLEY RD,,5,14,1,EC2,,
89140333,2019,2019-04-18 15:34,14,2,2,Thomasville Rd,,30.542636,-84.228122,100,,N,KERRY FOREST PKWY,,5,14,1,EC2,,
89140332,2019,2019-04-18 16:07,14,2,2,W Tennessee St,1650,30.449165,-84.308571,278,,W,CAMPUS CIR,,5,14,1,EC2,,
89140335,2019,2019-04-18 16:10,36,1,1,Jackson Bluff Rd,3000,30.434519,-84.336159,,,,,,9,36,2,EC2,,
89140346,2019,2019-04-18 16:30,14,2,2,W Tennessee St,3800,30.459478,-84.355461,,,,CAPITAL CIR SW,,3,14,1,EC2,,
89140334,2019,2019-04-18 16:35,14,2,2,Ocala Rd,,30.462402,-84.318061,41,,N,S WESTWOOD DR,,5,14,1,EC2,,
89140337,2019,2019-04-18 16:39,14,2,3,N Monroe St,,30.458287,-84.280872,157,,N,E 7TH AVE,,2,14,1,EC2,,
89140338,2019,2019-04-18 17:00,14,2,5,PERKINS ST,,30.422235,-84.280637,,,,S MONROE ST,,5,14,1,EC2,,
89140343,2019,2019-04-18 17:07,14,2,2,High Rd,,30.463255,-84.313479,108,,S,W THARPE ST,,2,14,1,EC2,,
85871811,2019,2019-04-18 17:20,32,1,1,MONROE STREET,400 S MONROE ST,,,,,,,,5,32,1,PR2,,
89140339,2019,2019-04-18 18:06,14,2,2,Blair Stone Rd,,30.435042,-84.249523,982,,S,GOVERNORS SQUARE BLVD,,5,14,1,EC2,,
89140341,2019,2019-04-18 18:18,14,2,2,Thomasville Rd,6668,30.561429,-84.21963,,,,,,9,14,8,EC2,,
88592898,2019,2019-04-18 19:06,14,2,2,POTTSDAMER,2525,,,,,,,,9,14,1,EC2,,
89140342,2019,2019-04-18 19:09,14,2,2,Ausley Rd,,30.434407,-84.319515,,,,JACKSON BLUFF RD,,5,14,1,EC2,,
89140351,2019,2019-04-18 19:22,14,2,3,E 6TH AVE,,30.456273,-84.277629,44,,W,THOMASVILLE RD,,5,14,1,EC2,,
89140345,2019,2019-04-18 20:37,14,2,3,W Tennessee St,,30.446817,-84.319837,750,,E,AMELIA CIR,,2,14,1,EC2,,
88056968,2019,2019-04-18 20:55,18,2,3,STATE ROAD-20,,30.4370706409264,-84.5108459044173,,0.5,E,MERRY ROBIN ROAD,,3,18,1,EC2,,
89140352,2019,2019-04-18 21:42,37,1,1,ALIGHT WEST TENN,,30.451247,-84.331962,,,,,,9,37,1,EC2,,
87505402,2019,2019-04-18 22:15,14,2,2,N Monroe St,,,,1000,,S,I-10,,2,14,1,EC2,,
89140348,2019,2019-04-18 22:50,39,1,1,Apalachee Pkwy,1027,30.437645,-84.266886,,,,,,9,39,1,EC2,,
89140349,2019,2019-04-19 00:43,14,2,2,Apalachee Pkwy,,30.427318,-84.226185,152,,E,CAPITAL CIR SE,,5,14,1,EC2,,
89140350,2019,2019-04-19 01:15,36,1,1,Ausley Rd,207,30.440373,-84.319203,,,,,,9,36,2,EC2,,
89140366,2019,2019-04-19 01:30,15,2,1,Belle Vue Way,1845,30.436985,-84.312607,,,,,,9,15,2,EC2,,
89140357,2019,2019-04-19 07:45,14,2,3,OLD SAINT AUGUSTINE RD,,30.424204,-84.240674,111,,E,CHINA GROVE TRL,,5,14,1,EC2,,
83780819,2019,2019-04-19 07:58,10,1,2,APALACHEE PARKWAY,2900,30.42705,-84.23223,450,,N,U.S. HWY 27 (APALACHEE PARKWAY),,9,10,3,EC2,,
89140353,2019,2019-04-19 07:58,14,2,2,OLD SAINT AUGUSTINE RD,,30.424249,-84.240951,,,,CHINA GROVE TRL,,5,14,1,EC2,,
88111357,2019,2019-04-19 08:10,1,1,1,INTERSTATE 10 (STATE ROAD 8),,30.4973820813592,-84.1932494693292,,1,W,MILE MARKER 207,,1,1,2,EC2,,
89140356,2019,2019-04-19 08:30,14,2,3,Capital Circle NE,,30.469322,-84.230989,98,,S,MICCOSUKEE RD,,3,14,1,EC2,,
89140355,2019,2019-04-19 08:35,14,2,4,INDUSTRIAL PLAZA DR,,30.45024,-84.22655,,,,CAPITAL CIR NE,,2,14,1,EC2,,
89140354,2019,2019-04-19 08:45,14,2,2,W Pensacola St,,30.440692,-84.319522,,,,S AUSLEY RD,,3,14,1,EC2,,
89140359,2019,2019-04-19 09:39,7,1,1,Apalachee Pkwy,,30.42843,-84.210289,156,,E,SOUTHWOOD PLANTATION RD,,2,7,1,EC2,,
88092911,2019,2019-04-19 09:47,18,1,2,INTERSTATE 10 (STATE ROAD 8),,30.4913,-84.28225,,1,W,STATE ROAD 61 (THOMASVILLE ROAD),,1,18,1,EC2,,
89140358,2019,2019-04-19 09:57,14,2,2,N PAUL RUSSELL RD,,30.412584,-84.243666,,,,MONDAY RD,,5,14,1,EC2,,
89140360,2019,2019-04-19 10:22,14,2,2,W Pensacola St,2327,30.441045,-84.325953,,,,,,9,14,1,EC2,,
88592899,2019,2019-04-19 10:30,14,2,2,CHIEFTAN WAY,100,,,500,,N,FROM SPIRIT WAY,0,5,14,1,EC2,,
87505386,2019,2019-04-19 10:42,39,1,1,Buck Lake Rd,,,,85,,S,MAHAN DR,,5,39,4,EC2,,
89140361,2019,2019-04-19 10:46,14,2,2,Capital Circle SE,,30.427641,-84.226806,95,,N,APALACHEE PKWY,,2,14,1,EC2,,
89140362,2019,2019-04-19 12:00,14,2,2,W Call St,,30.447458,-84.308641,,,,WHITEHALL ST,,5,14,1,EC2,,
87505393,2019,2019-04-19 13:00,14,3,3,W Pensacola St,,,,0,,,DUPREE ST,,5,14,1,EC2,,
89140363,2019,2019-04-19 13:18,14,2,3,N Monroe St,,30.477308,-84.298335,,,,SHARER RD,,3,14,1,EC2,,
89140365,2019,2019-04-19 13:19,33,1,1,N Monroe St,1318,30.457471,-84.280892,,,,,,9,33,10,EC2,,
89140364,2019,2019-04-19 13:30,14,2,2,Thomasville Rd,5500,30.544674,-84.227624,,,,,,9,14,2,EC2,,
88092912,2019,2019-04-19 13:40,18,2,3,INTERSTATE 10 (STATE ROAD 8),,30.47819,-84.14139,,1,E,US HIGHWAY 90 (STATE ROAD 10),,1,18,1,EC2,,
89140428,2019,2019-04-19 14:05,14,2,2,Capital Circle NE,,30.490661,-84.241756,155,,S,REMINGTON GREEN LN S,,5,14,1,EC2,,
89140367,2019,2019-04-19 14:13,14,3,3,N Magnolia Dr,,30.447933,-84.262618,101,,N,E TENNESSEE ST,,5,14,1,EC2,,
89140368,2019,2019-04-19 14:20,14,2,2,SPIRIT WAY,,30.442625,-84.306439,,,,STADIUM DR,,5,14,1,EC2,,
89140369,2019,2019-04-19 14:55,14,2,3,W Tennessee St,,30.45616,-84.344906,,,,BLOUNTSTOWN HWY,,2,14,1,EC2,,
89140386,2019,2019-04-19 15:00,14,2,3,Railroad Ave,,30.434533,-84.289723,45,,N,SAINT FRANCIS ST,,5,14,1,EC2,,
87505390,2019,2019-04-19 15:15,14,2,3,Paul Russell Rd,,,,0,,,ADAMS ST S,,5,14,1,EC2,,
89140379,2019,2019-04-19 16:11,14,2,2,S Magnolia Dr,,30.436545,-84.261785,46,,S,APALACHEE PKWY,,2,14,1,EC2,,
89140371,2019,2019-04-19 16:14,14,2,2,S Magnolia Dr,,30.439216,-84.261872,191,,S,GOVERNORS SQUARE BLVD,,5,14,1,EC2,,
89140370,2019,2019-04-19 16:19,14,3,5,Apalachee Pkwy,,30.433296,-84.252454,1006,,W,BLAIR STONE RD,,5,14,1,EC2,,
89140375,2019,2019-04-19 16:44,14,2,2,UNIVERSAL DR,,30.469774,-84.288257,,,,N MONROE ST,,5,14,1,EC2,,
87505391,2019,2019-04-19 17:33,14,2,2,Fred George Rd,,,,100,,E,WOODBRIAR LN,,5,14,1,EC2,,
87505387,2019,2019-04-19 17:36,18,1,3,N Meridian Rd,,,,280,,S,MACLAY BLVD,,4,18,1,EC2,,
89140373,2019,2019-04-19 17:45,14,2,5,Callaway Rd,,30.480541,-84.304209,,,,HOSPITALITY ST,,5,14,1,EC2,,
89140372,2019,2019-04-19 18:00,14,2,3,N Gadsden St,,30.447547,-84.278304,169,,S,E GEORGIA ST,,5,14,1,EC2,,
89140374,2019,2019-04-19 18:00,14,2,4,Blair Stone Rd,,30.437954,-84.249568,,,,GOVERNORS SQUARE BLVD,,5,14,1,EC2,,
89140376,2019,2019-04-19 18:20,14,2,2,W Tennessee St,,30.444696,-84.284345,,,,N BRONOUGH ST,,2,14,1,EC2,,
87505388,2019,2019-04-19 18:40,43,1,2,TOWER RD,,,,0,,,BOMBADIL DR,,5,43,2,EC2,,
89140378,2019,2019-04-19 19:37,14,2,3,W Tennessee St,,30.44911,-84.30997,,,E,CALIARK ST,,3,14,1,EC2,,
89140377,2019,2019-04-19 20:36,14,2,6,Miccosukee Rd,,30.463176,-84.241269,118,,W,RIGGINS RD,,5,14,1,EC2,,
87505392,2019,2019-04-19 21:03,14,2,3,BANNERMAN RD,3455,,,0,,,,,9,14,8,EC2,,
89140384,2019,2019-04-19 21:55,14,2,5,N Macomb St,,30.444638,-84.288534,,,,W TENNESSEE ST,,5,14,1,EC2,,
89140380,2019,2019-04-19 22:05,14,2,3,W LAKE BRADFORD RD,,30.412515,-84.32623,79,,W,S LAKE BRADFORD RD,,5,14,1,EC2,,
89140381,2019,2019-04-19 22:35,14,2,4,E Magnolia Dr,,30.419913,-84.280523,,,,S MONROE ST,,5,14,1,EC2,,
89140382,2019,2019-04-19 22:56,14,3,1,S Monroe St,1618,30.426213,-84.280392,,,,,,9,14,1,EC2,,
89140422,2019,2019-04-20 01:55,14,2,4,W Tennessee St,,30.449081,-84.306522,,,,STADIUM DR,,5,14,1,EC2,,
89140385,2019,2019-04-20 02:25,14,2,2,N Duval St,,30.453638,-84.283098,,,,W 4TH AVE,,5,14,1,EC2,,
89140383,2019,2019-04-20 03:36,14,2,4,W Orange Ave,,30.412632,-84.303423,,,,SPRINGHILL RD,,5,14,1,EC2,,
89140388,2019,2019-04-20 08:16,14,2,2,E Park Ave,,30.441777,-84.253582,7,,W,FERNDALE DR,,5,14,1,EC2,,
89140392,2019,2019-04-20 08:25,14,2,2,E Tennessee St,,30.444661,-84.271921,56,,E,BRIARCLIFF DR,,5,14,1,EC2,,
89140407,2019,2019-04-20 08:55,14,2,2,Thomasville Rd,,30.504389,-84.251091,134,,S,TIMBERLANE RD,,3,14,1,EC2,,
89140389,2019,2019-04-20 09:30,14,2,4,Old Bainbridge Rd,,30.477967,-84.313812,,,,PULLEN RD,,3,14,1,EC2,,
89140390,2019,2019-04-20 09:35,15,2,1,DAHLGREN DR,5819,30.544666,-84.242945,,,,,,9,15,2,EC2,,
89140391,2019,2019-04-20 10:37,38,1,1,OLSON ROAD,,30.498114,-84.229867,10,,N,OAK PARK CT,,5,38,2,EC2,,
89140394,2019,2019-04-20 10:45,39,1,1,HICKORY HILL APARTMENTS,,30.433015,-84.324464,,,,,,9,39,2,EC2,,
89140395,2019,2019-04-20 10:54,15,2,1,W Tennessee St,1939,30.448539,-84.316282,,,,,,9,15,8,EC2,,
89140393,2019,2019-04-20 11:26,14,2,3,N Gadsden St,,30.442242,-84.278346,,,,E PARK AVE,,5,14,1,EC2,,
89140399,2019,2019-04-20 12:05,14,2,5,W Tennessee St,,30.44469,-84.284336,,,,N BRONOUGH ST,,2,14,1,EC2,,
89140398,2019,2019-04-20 12:30,15,2,1,Apalachee Pkwy,2855,30.42458,-84.232725,,,,,,9,15,8,EC2,,
89140396,2019,2019-04-20 12:35,14,2,3,N Monroe St,,30.479858,-84.301998,210,,E,LAKESHORE DR,,3,14,1,EC2,,
89140397,2019,2019-04-20 13:05,14,2,2,S Monroe St,2526,30.415495,-84.281985,,,,,,9,14,8,EC2,,
89140400,2019,2019-04-20 14:13,14,2,2,W Tennessee St,,30.448982,-84.309859,,,,CALIARK ST,,2,14,1,EC2,,
89140401,2019,2019-04-20 14:15,14,2,2,Capital Circle NE,,30.500707,-84.247817,100,,N,RAYMOND DIEHL RD,,3,14,1,EC2,,
89140402,2019,2019-04-20 14:31,14,2,4,Blair Stone Rd,,30.428721,-84.249558,121,,N,OLD SAINT AUGUSTINE RD,,5,14,1,EC2,,
88592900,2019,2019-04-20 14:40,15,2,2,W TENNESSEE STREET,814,,,,,,,,9,15,8,EC2,,
89140403,2019,2019-04-20 14:51,14,2,2,Thomasville Rd,,30.456253,-84.277505,,,,E 6TH AVE,,5,14,1,EC2,,
89140387,2019,2019-04-20 15:00,24,1,1,N Monroe St,2415,30.476673,-84.291771,,,,,,9,24,8,EC2,,
89140406,2019,2019-04-20 15:30,14,2,2,Hermitage Blvd,,,,,,,THOMASVILLE RD,,5,14,1,EC2,,
89140404,2019,2019-04-20 15:32,14,2,3,E Orange Ave,,30.41222,-84.253286,435,,W,BLAIR STONE RD,,5,14,1,EC2,,
89140405,2019,2019-04-20 15:59,14,3,3,N Monroe St,,30.448853,-84.28065,86,,S,E BREVARD ST,,2,14,1,EC2,,
89140408,2019,2019-04-20 16:21,14,2,4,Crawfordville Hwy,,30.375581,-84.292582,79,,S,CAPITAL CIR SW,,3,14,1,EC2,,
89140409,2019,2019-04-20 17:28,14,2,2,W Tharpe St,,30.465346,-84.328031,134,,E,MERIADOC RD,,5,14,1,EC2,,
89140412,2019,2019-04-20 17:28,14,3,6,Miccosukee Rd,,30.455759,-84.262043,150,,E,N MAGNOLIA DR,,4,14,1,EC2,,
89140411,2019,2019-04-20 18:13,14,2,2,STONEY CREEK WAY,,30.446346,-84.179856,,,,PEDRICK RD,,5,14,1,EC2,,
89140410,2019,2019-04-20 18:34,14,2,3,S Bronough St,,30.440781,-84.284352,,,,W COLLEGE AVE,,5,14,1,EC2,,
89140413,2019,2019-04-20 21:41,14,2,8,Thomasville Rd,,30.510239,-84.246959,51,,N,VILLAGE SQUARE BLVD,,5,14,1,EC2,,
89140415,2019,2019-04-20 21:45,14,2,3,E Tennessee St,,30.444664,-84.280394,,,,N MONROE ST,,5,14,1,EC2,,
89140417,2019,2019-04-20 21:57,14,2,3,Thomasville Rd,,30.512906,-84.244333,,,,MACLAY RD,,5,14,1,EC2,,
87505394,2019,2019-04-20 22:10,24,1,1,BRADFORDVILLE RD,,30.560308,-84.21405,273,,W,AYAVALLA WAY,,4,24,1,EC2,,
88056969,2019,2019-04-20 22:50,14,2,2,STATE ROAD-363 (WOODVILLE HIGHWAY),,30.3859976646783,-84.2746854272354,15,,S,BELAIR ROAD,,3,14,1,EC2,,
89140414,2019,2019-04-20 23:03,25,1,1,ESCAMBIA DR,,30.441695,-84.323559,,,,COLUMBIA DR,,5,25,2,EC2,,
89140421,2019,2019-04-21 01:30,24,1,1,Pullen Rd,,30.478052,-84.304595,736,,E,GRADUATE CIR,,5,24,2,EC2,,
89140420,2019,2019-04-21 02:10,15,2,1,BEDFORD WAY,,30.49781,-84.240358,164,,E,RAINTREE CIR,,5,15,1,EC2,,
89140429,2019,2019-04-21 02:25,14,2,6,W Tennessee St,,,,30,,W,BUENA VISTA DR,,5,14,1,EC2,,
89140419,2019,2019-04-21 02:43,18,2,1,KEITH ST,,30.427524,-84.297402,46,,S,FLORAL ST,,5,18,1,EC2,,
89140439,2019,2019-04-21 03:20,14,2,2,Capital Circle NW,1459,,,,,,,,9,14,1,EC2,,
89140423,2019,2019-04-21 10:00,14,2,2,Thomasville Rd,,30.466023,-84.26885,121,,N,COLLINS DR,,3,14,1,EC2,,
89140424,2019,2019-04-21 11:11,39,1,1,N Duval St,10,30.444582,-84.282731,,,,,,9,39,10,EC2,,
89140426,2019,2019-04-21 11:37,14,2,4,W Madison St,,30.436623,-84.283082,,,,S DUVAL ST,,5,14,1,EC2,,
89140425,2019,2019-04-21 11:50,14,3,6,N Monroe St,,30.452883,-84.280802,114,,N,E 3RD AVE,,2,14,1,EC2,,
89140427,2019,2019-04-21 13:00,14,2,3,S Duval St,,30.435645,-84.28312,46,,N,W GAINES ST,,5,14,1,EC2,,
89140432,2019,2019-04-21 17:06,14,2,4,W Tennessee St,,30.444675,-84.291031,,,,N COPELAND ST,,3,14,1,EC2,,
89140430,2019,2019-04-21 17:38,14,2,2,Killarney Way,,,,,,,SHAMROCK ST S,,5,14,1,EC2,,
89140434,2019,2019-04-21 18:41,14,2,2,Wahnish Way,,30.412624,-84.289797,,,,W ORANGE AVE,,5,14,1,EC2,,
89140435,2019,2019-04-21 18:50,14,2,3,S Calhoun St,,30.438204,-84.279574,,,,APALACHEE PKWY,,5,14,1,EC2,,
87270825,2019,2019-04-21 19:58,14,2,2,STATE ROAD 20 (BLOUNTSTOWN HIGHWAY),,30.4349,-84.36307,,,,NENA HILLS DR,,3,14,1,EC2,,
89140433,2019,2019-04-21 20:03,36,1,1,CIRCLE DR,,30.430467,-84.266686,,,S,SEMINOLE DR,,5,36,2,EC2,,
85534632,2019,2019-04-21 20:32,15,2,2,SR 20 (BLOUNTSTOWN HIGHWAY),,30.4349,-84.36307,82,,W,NENA  HILLS DRIVE,,3,15,1,EC2,,
89140431,2019,2019-04-21 20:45,14,2,2,N Ocala Rd,,30.440608,-84.317164,,,,S OCALA RD,,5,14,1,EC2,,
88592901,2019,2019-04-21 21:40,39,1,1,SPIRIT WAY,,,,100,,W,CHIEFTAN WAY,,5,39,1,EC2,,
89140436,2019,2019-04-21 23:25,14,2,2,Thomasville Rd,,30.5082,-84.249223,,,,MACLAY COMMERCE DR,,5,14,1,EC2,,
89140418,2019,2019-04-21 23:30,15,2,1,N Meridian Rd,2000,30.469284,-84.277883,,,,,,9,15,8,EC2,,
89140416,2019,2019-04-21 23:34,14,2,3,N Duval St,,30.454745,-84.28305,,,,W 5TH AVE,,5,14,1,EC2,,
89140438,2019,2019-04-22 00:22,14,2,2,Chapel Dr,,30.440329,-84.310787,14,,N,W PENSACOLA ST,,5,14,1,EC2,,
89140437,2019,2019-04-22 00:40,14,2,5,Capital Circle NW,,30.462565,-84.36097,711,,S,W THARPE ST,,5,14,1,EC2,,
